Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes
1,Robert Lewandowski,pl POL,FW,Barcelona,35,"€ 640,962 (£ 541,020, $660,722)","€ 33,330,000 (£ 28,133,064, $34,357,567)",
2,Kylian Mbappé,fr FRA,FW,Real Madrid,25,"€ 600,962 (£ 507,257, $619,489)","€ 31,250,000 (£ 26,377,385, $32,213,441)",
3,David Alaba,at AUT,DF,Real Madrid,32,"€ 432,692 (£ 365,225, $446,032)","€ 22,500,000 (£ 18,991,717, $23,193,677)",
4,Jude Bellingham,eng ENG,MF,Real Madrid,21,"€ 400,577 (£ 338,118, $412,927)","€ 20,830,000 (£ 17,582,110, $21,472,191)",
5,Vinicius Júnior,br BRA,FW,Real Madrid,24,"€ 400,577 (£ 338,118, $412,927)","€ 20,830,000 (£ 17,582,110, $21,472,191)",
6,Jan Oblak,si SVN,GK,Atlético Madrid,31,"€ 400,577 (£ 338,118, $412,927)","€ 20,830,000 (£ 17,582,110, $21,472,191)",
7,Frenkie de Jong,nl NED,MF,Barcelona,27,"€ 365,385 (£ 308,413, $376,649)","€ 19,000,000 (£ 16,037,450, $19,585,772)",
8,Federico Valverde,uy URU,"MF,DF",Real Madrid,26,"€ 320,577 (£ 270,591, $330,460)","€ 16,670,000 (£ 14,070,752, $17,183,938)",Unverified estimation
9,Thibaut Courtois,be BEL,GK,Real Madrid,32,"€ 288,462 (£ 243,484, $297,355)","€ 15,000,000 (£ 12,661,145, $15,462,452)",
10,Antonio Rüdiger,de GER,DF,Real Madrid,31,"€ 280,385 (£ 236,666, $289,029)","€ 14,580,000 (£ 12,306,633, $15,029,503)",
11,Éder Militão,br BRA,DF,Real Madrid,26,"€ 280,385 (£ 236,666, $289,029)","€ 14,580,000 (£ 12,306,633, $15,029,503)",
12,Ansu Fati,es ESP,FW,Barcelona,21,"€ 268,269 (£ 226,440, $276,540)","€ 13,950,000 (£ 11,774,865, $14,380,080)",
13,Jules Koundé,fr FRA,DF,Barcelona,25,"€ 260,577 (£ 219,947, $268,611)","€ 13,550,000 (£ 11,437,234, $13,967,748)",
14,Raphinha,br BRA,"FW,MF",Barcelona,27,"€ 240,385 (£ 202,903, $247,796)","€ 12,500,000 (£ 10,550,954, $12,885,376)",
15,Aurélien Tchouaméni,fr FRA,"DF,MF",Real Madrid,24,"€ 240,385 (£ 202,903, $247,796)","€ 12,500,000 (£ 10,550,954, $12,885,376)",
16,Eduardo Camavinga,fr FRA,"MF,DF",Real Madrid,21,"€ 240,385 (£ 202,903, $247,796)","€ 12,500,000 (£ 10,550,954, $12,885,376)",Unverified estimation
17,Rodrygo,br BRA,"FW,MF",Real Madrid,23,"€ 240,385 (£ 202,903, $247,796)","€ 12,500,000 (£ 10,550,954, $12,885,376)",Unverified estimation
18,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,33,"€ 240,385 (£ 202,903, $247,796)","€ 12,500,000 (£ 10,550,954, $12,885,376)",
19,Iñaki Williams,gh GHA,FW,Athletic Club,30,"€ 219,231 (£ 185,048, $225,990)","€ 11,400,000 (£ 9,622,470, $11,751,463)",
20,Nico Williams,es ESP,FW,Athletic Club,22,"€ 200,385 (£ 169,140, $206,563)","€ 10,420,000 (£ 8,795,275, $10,741,250)",Unverified estimation
21,Dani Ceballos,es ESP,MF,Real Madrid,27,"€ 200,385 (£ 169,140, $206,563)","€ 10,420,000 (£ 8,795,275, $10,741,250)",Unverified estimation
22,Dani Carvajal,es ESP,DF,Real Madrid,32,"€ 200,385 (£ 169,140, $206,563)","€ 10,420,000 (£ 8,795,275, $10,741,250)",
23,Ferland Mendy,fr FRA,DF,Real Madrid,29,"€ 200,385 (£ 169,140, $206,563)","€ 10,420,000 (£ 8,795,275, $10,741,250)",
24,Luka Modrić,hr CRO,MF,Real Madrid,38,"€ 200,385 (£ 169,140, $206,563)","€ 10,420,000 (£ 8,795,275, $10,741,250)",
25,Ferrán Torres,es ESP,"FW,MF",Barcelona,24,"€ 192,308 (£ 162,322, $198,237)","€ 10,000,000 (£ 8,440,763, $10,308,301)",
26,Dani Olmo,es ESP,"MF,FW",Barcelona,26,"€ 180,385 (£ 152,258, $185,946)","€ 9,380,000 (£ 7,917,436, $9,669,186)",Unverified estimation
27,Iñigo Martínez,es ESP,DF,Barcelona,33,"€ 180,385 (£ 152,258, $185,946)","€ 9,380,000 (£ 7,917,436, $9,669,186)",
28,Pedri,es ESP,MF,Barcelona,21,"€ 180,385 (£ 152,258, $185,946)","€ 9,380,000 (£ 7,917,436, $9,669,186)",
29,Lucas Vázquez,es ESP,DF,Real Madrid,33,"€ 180,385 (£ 152,258, $185,946)","€ 9,380,000 (£ 7,917,436, $9,669,186)",
30,Andreas Christensen,dk DEN,DF,Barcelona,28,"€ 173,077 (£ 146,090, $178,413)","€ 9,000,000 (£ 7,596,687, $9,277,471)",
31,Conor Gallagher,eng ENG,MF,Atlético Madrid,24,"€ 173,077 (£ 146,090, $178,413)","€ 9,000,000 (£ 7,596,687, $9,277,471)",
32,Axel Witsel,be BEL,DF,Atlético Madrid,35,"€ 160,192 (£ 135,215, $165,131)","€ 8,330,000 (£ 7,031,156, $8,586,815)",Unverified estimation
33,Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,29,"€ 160,192 (£ 135,215, $165,131)","€ 8,330,000 (£ 7,031,156, $8,586,815)",
34,César Azpilicueta,es ESP,DF,Atlético Madrid,34,"€ 153,846 (£ 129,858, $158,589)","€ 8,000,000 (£ 6,752,611, $8,246,641)",Unverified estimation
35,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,24,"€ 140,192 (£ 118,333, $144,514)","€ 7,290,000 (£ 6,153,316, $7,514,751)",Unverified estimation
36,Julián Álvarez,ar ARG,FW,Atlético Madrid,24,"€ 136,154 (£ 114,924, $140,351)","€ 7,080,000 (£ 5,976,060, $7,298,277)",Unverified estimation
37,Ronald Araújo,uy URU,DF,Barcelona,25,"€ 134,615 (£ 113,626, $138,766)","€ 7,000,000 (£ 5,908,534, $7,215,811)",
38,Gavi,es ESP,"MF,FW",Barcelona,19,"€ 130,769 (£ 110,379, $134,801)","€ 6,800,000 (£ 5,739,719, $7,009,645)",Unverified estimation
39,Koke,es ESP,MF,Atlético Madrid,32,"€ 128,269 (£ 108,269, $132,224)","€ 6,670,000 (£ 5,629,989, $6,875,637)",
40,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,30,"€ 128,269 (£ 108,269, $132,224)","€ 6,670,000 (£ 5,629,989, $6,875,637)",
41,Marc-André ter Stegen,de GER,GK,Barcelona,32,"€ 121,154 (£ 102,263, $124,889)","€ 6,300,000 (£ 5,317,681, $6,494,230)",Unverified estimation
42,Bryan Zaragoza,,LW,Osasuna,23,"€ 120,192 (£ 101,451, $123,898)","€ 6,250,000 (£ 5,275,477, $6,442,688)",
43,Raúl Asencio,,CB,Real Madrid,21,"€ 120,192 (£ 101,345, $134,532)","€ 6,250,000 (£ 5,269,949, $6,995,667)",Unverified estimation
44,José María Giménez,uy URU,DF,Atlético Madrid,29,"€ 120,192 (£ 101,451, $123,898)","€ 6,250,000 (£ 5,275,477, $6,442,688)",Unverified estimation
45,Robin Le Normand,es ESP,DF,Atlético Madrid,27,"€ 120,192 (£ 101,451, $123,898)","€ 6,250,000 (£ 5,275,477, $6,442,688)",Unverified estimation
46,Isco,es ESP,MF,Betis,32,"€ 120,192 (£ 101,451, $123,898)","€ 6,250,000 (£ 5,275,477, $6,442,688)",
47,Alexander Sørloth,no NOR,FW,Atlético Madrid,28,"€ 120,000 (£ 101,289, $123,700)","€ 6,240,000 (£ 5,267,036, $6,432,380)",Unverified estimation
48,Eric García,es ESP,"DF,MF",Barcelona,23,"€ 115,385 (£ 97,393, $118,942)","€ 6,000,000 (£ 5,064,458, $6,184,981)",
49,José Luis Gayà,es ESP,DF,Valencia,29,"€ 112,115 (£ 94,634, $115,572)","€ 5,830,000 (£ 4,920,965, $6,009,739)",
50,Fran Garcia,es ESP,DF,Real Madrid,24,"€ 100,192 (£ 84,570, $103,281)","€ 5,210,000 (£ 4,397,638, $5,370,625)",Unverified estimation
51,Arthur Melo,br BRA,MF,Girona,27,"€ 100,192 (£ 84,481, $112,146)","€ 5,210,000 (£ 4,393,030, $5,831,588)",
52,Arda Güler,tr TUR,"MF,FW",Real Madrid,19,"€ 100,000 (£ 84,408, $103,083)","€ 5,200,000 (£ 4,389,197, $5,360,317)",Unverified estimation
53,Saúl Ñíguez,es ESP,MF,Sevilla,29,"€ 96,154 (£ 81,161, $99,118)","€ 5,000,000 (£ 4,220,382, $5,154,150)",
54,Fábio Silva,pt POR,FW,Las Palmas,22,"€ 95,192 (£ 80,350, $98,127)","€ 4,950,000 (£ 4,178,178, $5,102,609)",
55,Kelechi Iheanacho,ng NGA,FW,Sevilla,27,"€ 92,308 (£ 77,915, $95,154)","€ 4,800,000 (£ 4,051,566, $4,947,984)",Unverified estimation
56,Borja Mayoral,es ESP,FW,Getafe,27,"€ 92,115 (£ 77,752, $94,955)","€ 4,790,000 (£ 4,043,126, $4,937,676)",
57,İlkay Gündoğan,de GER,CM,Barcelona,33,"€ 90,192 (£ 76,049, $100,953)","€ 4,690,000 (£ 3,954,570, $5,249,548)",
58,Vedat Muriqi,xk KVX,FW,Mallorca,30,"€ 88,077 (£ 74,344, $90,792)","€ 4,580,000 (£ 3,865,870, $4,721,202)",
59,Andriy Lunin,ua UKR,GK,Real Madrid,25,"€ 86,538 (£ 73,045, $89,206)","€ 4,500,000 (£ 3,798,343, $4,638,735)",Unverified estimation
60,Juan Bernat,es ESP,"DF,MF",Villarreal,31,"€ 84,231 (£ 71,097, $86,828)","€ 4,380,000 (£ 3,697,054, $4,515,036)",
61,Marcão,br BRA,DF,Sevilla,28,"€ 84,231 (£ 71,097, $86,828)","€ 4,380,000 (£ 3,697,054, $4,515,036)",
62,Unai Simón,es ESP,GK,Athletic Club,27,"€ 82,308 (£ 69,474, $84,845)","€ 4,280,000 (£ 3,612,647, $4,411,953)",
63,Yuri Berchiche,es ESP,DF,Athletic Club,34,"€ 82,308 (£ 69,474, $84,845)","€ 4,280,000 (£ 3,612,647, $4,411,953)",
64,Djibril Sow,ch SUI,MF,Sevilla,27,"€ 80,192 (£ 67,688, $82,665)","€ 4,170,000 (£ 3,519,798, $4,298,562)",
65,Loïc Bade,fr FRA,DF,Sevilla,24,"€ 80,192 (£ 67,688, $82,665)","€ 4,170,000 (£ 3,519,798, $4,298,562)",Unverified estimation
66,Tanguy Nianzou,fr FRA,DF,Sevilla,22,"€ 80,192 (£ 67,688, $82,665)","€ 4,170,000 (£ 3,519,798, $4,298,562)",
67,Hugo Duro,es ESP,FW,Valencia,24,"€ 80,192 (£ 67,688, $82,665)","€ 4,170,000 (£ 3,519,798, $4,298,562)",
68,Endrick,,CF,Real Madrid,18,"€ 80,000 (£ 67,526, $82,466)","€ 4,160,000 (£ 3,511,357, $4,288,253)",Unverified estimation
69,James Rodríguez,co COL,"MF,FW",Rayo Vallecano,33,"€ 80,000 (£ 67,526, $82,466)","€ 4,160,000 (£ 3,511,357, $4,288,253)",Unverified estimation
70,Jonathan Bamba,ci CIV,"FW,MF",Celta Vigo,28,"€ 80,000 (£ 67,526, $82,466)","€ 4,160,000 (£ 3,511,357, $4,288,253)",
71,Giovani Lo Celso,ar ARG,"MF,FW",Betis,28,"€ 80,000 (£ 67,526, $82,466)","€ 4,160,000 (£ 3,511,357, $4,288,253)",Unverified estimation
72,Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,32,"€ 78,846 (£ 66,552, $81,277)","€ 4,100,000 (£ 3,460,713, $4,226,403)",
73,Fermín López,,CM,Barcelona,21,"€ 76,923 (£ 64,929, $79,295)","€ 4,000,000 (£ 3,376,305, $4,123,320)",Unverified estimation
74,Pau Cubarsí,,CB,Barcelona,18,"€ 76,923 (£ 64,929, $79,295)","€ 4,000,000 (£ 3,376,305, $4,123,320)",
75,Mouctar Diakhaby,gn GUI,DF,Valencia,27,"€ 76,923 (£ 64,929, $79,295)","€ 4,000,000 (£ 3,376,305, $4,123,320)",
76,Pau López,es ESP,GK,Girona,29,"€ 74,038 (£ 62,494, $76,321)","€ 3,850,000 (£ 3,249,694, $3,968,696)",
77,Cucho,co COL,FW,Betis,25,"€ 72,308 (£ 60,969, $80,934)","€ 3,760,000 (£ 3,170,401, $4,208,593)",Unverified estimation
78,David López,es ESP,DF,Girona,34,"€ 72,115 (£ 60,871, $74,339)","€ 3,750,000 (£ 3,165,286, $3,865,613)",Unverified estimation
79,Marash Kumbulla,al ALB,DF,Espanyol,24,"€ 72,115 (£ 60,871, $74,339)","€ 3,750,000 (£ 3,165,286, $3,865,613)",
80,Gerard Moreno,es ESP,FW,Villarreal,32,"€ 69,615 (£ 58,761, $71,762)","€ 3,620,000 (£ 3,055,556, $3,731,605)",
81,Joan Jordán,es ESP,MF,Alavés,30,"€ 69,231 (£ 58,436, $71,365)","€ 3,600,000 (£ 3,038,675, $3,710,988)",Unverified estimation
82,Mikel Oyarzabal,es ESP,FW,Real Sociedad,27,"€ 69,231 (£ 58,436, $71,365)","€ 3,600,000 (£ 3,038,675, $3,710,988)",Unverified estimation
83,Oriol Romeu,es ESP,MF,Girona,32,"€ 67,308 (£ 56,813, $69,383)","€ 3,500,000 (£ 2,954,267, $3,607,905)",
84,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,29,"€ 67,308 (£ 56,813, $69,383)","€ 3,500,000 (£ 2,954,267, $3,607,905)",
85,Vitor Roque,br BRA,FW,Betis,19,"€ 67,308 (£ 56,813, $69,383)","€ 3,500,000 (£ 2,954,267, $3,607,905)",
86,Juan Musso,ar ARG,GK,Atlético Madrid,30,"€ 64,038 (£ 54,053, $66,013)","€ 3,330,000 (£ 2,810,774, $3,432,664)",
87,Iñaki Peña,es ESP,GK,Barcelona,25,"€ 62,500 (£ 52,755, $64,427)","€ 3,250,000 (£ 2,743,248, $3,350,198)",Unverified estimation
88,Javi Galán,es ESP,DF,Atlético Madrid,29,"€ 62,500 (£ 52,755, $64,427)","€ 3,250,000 (£ 2,743,248, $3,350,198)",Unverified estimation
89,Thomas Lemar,fr FRA,MF,Atlético Madrid,28,"€ 62,500 (£ 52,755, $64,427)","€ 3,250,000 (£ 2,743,248, $3,350,198)",
90,Adnan Januzaj,be BEL,"FW,MF",Las Palmas,29,"€ 61,538 (£ 51,943, $63,436)","€ 3,200,000 (£ 2,701,044, $3,298,656)",
91,Daniel Vivian,es ESP,DF,Athletic Club,25,"€ 60,192 (£ 50,807, $62,048)","€ 3,130,000 (£ 2,641,959, $3,226,498)",Unverified estimation
92,Arnaut Danjuma,nl NED,"FW,MF",Girona,27,"€ 60,192 (£ 50,807, $62,048)","€ 3,130,000 (£ 2,641,959, $3,226,498)",
93,Donny van de Beek,nl NED,MF,Girona,27,"€ 60,192 (£ 50,807, $62,048)","€ 3,130,000 (£ 2,641,959, $3,226,498)",Unverified estimation
94,Albert Sambi Lokonga,be BEL,MF,Sevilla,24,"€ 60,192 (£ 50,754, $67,374)","€ 3,130,000 (£ 2,639,191, $3,503,430)",Unverified estimation
95,Jesús Navas,es ESP,"FW,MF",Sevilla,38,"€ 60,192 (£ 50,807, $62,048)","€ 3,130,000 (£ 2,641,959, $3,226,498)",Unverified estimation
96,Antony,br BRA,FW,Betis,24,"€ 60,192 (£ 50,754, $67,374)","€ 3,130,000 (£ 2,639,191, $3,503,430)",
97,Daniel Parejo,es ESP,MF,Villarreal,35,"€ 60,000 (£ 50,645, $61,850)","€ 3,120,000 (£ 2,633,518, $3,216,190)",Unverified estimation
98,Denis Suárez,es ESP,MF,Villarreal,30,"€ 60,000 (£ 50,645, $61,850)","€ 3,120,000 (£ 2,633,518, $3,216,190)",Unverified estimation
99,Eric Bailly,ci CIV,DF,Villarreal,30,"€ 60,000 (£ 50,645, $61,850)","€ 3,120,000 (£ 2,633,518, $3,216,190)",Unverified estimation
100,Nicolas Pépé,ci CIV,"FW,MF",Villarreal,29,"€ 60,000 (£ 50,645, $61,850)","€ 3,120,000 (£ 2,633,518, $3,216,190)",Unverified estimation
101,Marcos Alonso,es ESP,DF,Celta Vigo,33,"€ 60,000 (£ 50,645, $61,850)","€ 3,120,000 (£ 2,633,518, $3,216,190)",Unverified estimation
102,Diego Llorente,es ESP,DF,Betis,30,"€ 60,000 (£ 50,645, $61,850)","€ 3,120,000 (£ 2,633,518, $3,216,190)",Unverified estimation
103,Héctor Bellerín,es ESP,DF,Betis,29,"€ 60,000 (£ 50,645, $61,850)","€ 3,120,000 (£ 2,633,518, $3,216,190)",
104,Pablo Fornals,es ESP,"MF,FW",Betis,28,"€ 60,000 (£ 50,645, $61,850)","€ 3,120,000 (£ 2,633,518, $3,216,190)",Unverified estimation
105,Raúl de Tomás,es ESP,"DF,FW",Rayo Vallecano,29,"€ 59,615 (£ 50,320, $61,453)","€ 3,100,000 (£ 2,616,637, $3,195,573)",Unverified estimation
106,Marc Roca,es ESP,MF,Betis,27,"€ 58,269 (£ 49,184, $60,066)","€ 3,030,000 (£ 2,557,551, $3,123,415)",Unverified estimation
107,Wojciech Szczęsny,pl POL,GK,Barcelona,34,"€ 57,692 (£ 48,697, $59,471)","€ 3,000,000 (£ 2,532,229, $3,092,490)",
108,Ander Herrera,es ESP,MF,Athletic Club,34,"€ 57,692 (£ 48,697, $59,471)","€ 3,000,000 (£ 2,532,229, $3,092,490)",Unverified estimation
109,Dodi Lukebakio,be BEL,FW,Sevilla,26,"€ 57,692 (£ 48,697, $59,471)","€ 3,000,000 (£ 2,532,229, $3,092,490)",Unverified estimation
110,Martín Zubimendi,es ESP,MF,Real Sociedad,25,"€ 57,692 (£ 48,697, $59,471)","€ 3,000,000 (£ 2,532,229, $3,092,490)",Unverified estimation
111,Nayef Aguerd,ma MAR,DF,Real Sociedad,28,"€ 57,692 (£ 48,697, $59,471)","€ 3,000,000 (£ 2,532,229, $3,092,490)",Unverified estimation
112,Iago Aspas,es ESP,"FW,MF",Celta Vigo,36,"€ 55,769 (£ 47,073, $57,489)","€ 2,900,000 (£ 2,447,821, $2,989,407)",
113,Suso,es ESP,"FW,MF",Sevilla,30,"€ 53,846 (£ 45,450, $55,506)","€ 2,800,000 (£ 2,363,414, $2,886,324)",Unverified estimation
114,Álex Remiro,es ESP,GK,Real Sociedad,29,"€ 53,846 (£ 45,450, $55,506)","€ 2,800,000 (£ 2,363,414, $2,886,324)",Unverified estimation
115,Álvaro Odriozola,es ESP,DF,Real Sociedad,28,"€ 51,923 (£ 43,827, $53,524)","€ 2,700,000 (£ 2,279,006, $2,783,241)",Unverified estimation
116,Carles Pérez,es ESP,"MF,FW",Getafe,26,"€ 49,231 (£ 41,555, $50,749)","€ 2,560,000 (£ 2,160,835, $2,638,925)",
117,Mauro Arambarri,uy URU,MF,Getafe,28,"€ 48,462 (£ 40,905, $49,956)","€ 2,520,000 (£ 2,127,072, $2,597,692)",Unverified estimation
118,Florian Grillitsch,at AUT,MF,Valladolid,28,"€ 48,077 (£ 40,538, $53,813)","€ 2,500,000 (£ 2,107,980, $2,798,267)",Unverified estimation
119,Oihan Sancet,es ESP,MF,Athletic Club,24,"€ 48,077 (£ 40,581, $49,559)","€ 2,500,000 (£ 2,110,191, $2,577,075)",Unverified estimation
120,Sébastien Haller,ci CIV,FW,Leganés,30,"€ 48,077 (£ 40,581, $49,559)","€ 2,500,000 (£ 2,110,191, $2,577,075)",
121,Bryan Gil,es ESP,"FW,MF",Girona,23,"€ 48,077 (£ 40,581, $49,559)","€ 2,500,000 (£ 2,110,191, $2,577,075)",
122,Takefusa Kubo,jp JPN,"MF,FW",Real Sociedad,23,"€ 48,077 (£ 40,581, $49,559)","€ 2,500,000 (£ 2,110,191, $2,577,075)",Unverified estimation
123,Ricardo Rodríguez,ch SUI,DF,Betis,31,"€ 48,077 (£ 40,581, $49,559)","€ 2,500,000 (£ 2,110,191, $2,577,075)",
124,Yeray Álvarez,es ESP,DF,Athletic Club,29,"€ 46,154 (£ 38,957, $47,577)","€ 2,400,000 (£ 2,025,783, $2,473,992)",Unverified estimation
125,Juanmi,es ESP,"FW,MF",Getafe,31,"€ 46,154 (£ 38,917, $51,660)","€ 2,400,000 (£ 2,023,660, $2,686,336)",Unverified estimation
126,Hamari Traoré,ml MLI,DF,Real Sociedad,32,"€ 46,154 (£ 38,957, $47,577)","€ 2,400,000 (£ 2,025,783, $2,473,992)",Unverified estimation
127,Vicente Guaita,es ESP,GK,Celta Vigo,37,"€ 46,154 (£ 38,957, $47,577)","€ 2,400,000 (£ 2,025,783, $2,473,992)",Unverified estimation
128,Ezequiel Ávila,ar ARG,FW,Betis,30,"€ 46,154 (£ 38,957, $47,577)","€ 2,400,000 (£ 2,025,783, $2,473,992)",Unverified estimation
129,William Carvalho,pt POR,MF,Betis,32,"€ 45,192 (£ 38,146, $46,586)","€ 2,350,000 (£ 1,983,579, $2,422,451)",
130,Sergio Gómez,es ESP,"MF,DF",Real Sociedad,23,"€ 44,231 (£ 37,334, $45,594)","€ 2,300,000 (£ 1,941,376, $2,370,909)",Unverified estimation
131,Natan,br BRA,DF,Betis,23,"€ 44,038 (£ 37,172, $45,396)","€ 2,290,000 (£ 1,932,935, $2,360,601)",
132,Sergi Darder,es ESP,"MF,FW",Mallorca,30,"€ 43,269 (£ 36,523, $44,603)","€ 2,250,000 (£ 1,899,172, $2,319,368)",Unverified estimation
133,Alfonso Pedraza,es ESP,"DF,MF",Villarreal,28,"€ 42,308 (£ 35,711, $43,612)","€ 2,200,000 (£ 1,856,968, $2,267,826)",Unverified estimation
134,Djené,tg TOG,"DF,MF",Getafe,32,"€ 42,308 (£ 35,711, $43,612)","€ 2,200,000 (£ 1,856,968, $2,267,826)",Unverified estimation
135,Aritz Elustondo,es ESP,DF,Real Sociedad,30,"€ 42,308 (£ 35,711, $43,612)","€ 2,200,000 (£ 1,856,968, $2,267,826)",Unverified estimation
136,Brais Méndez,es ESP,MF,Real Sociedad,27,"€ 42,308 (£ 35,711, $43,612)","€ 2,200,000 (£ 1,856,968, $2,267,826)",Unverified estimation
137,Oliver McBurnie,sct SCO,FW,Las Palmas,28,"€ 40,000 (£ 33,763, $41,233)","€ 2,080,000 (£ 1,755,679, $2,144,127)",Unverified estimation
138,Scott McKenna,sct SCO,DF,Las Palmas,27,"€ 40,000 (£ 33,763, $41,233)","€ 2,080,000 (£ 1,755,679, $2,144,127)",Unverified estimation
139,Ayoze Pérez,es ESP,FW,Villarreal,31,"€ 40,000 (£ 33,763, $41,233)","€ 2,080,000 (£ 1,755,679, $2,144,127)",Unverified estimation
140,Gorka Guruzeta,es ESP,FW,Athletic Club,27,"€ 40,000 (£ 33,763, $41,233)","€ 2,080,000 (£ 1,755,679, $2,144,127)",Unverified estimation
