Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes
312,Ondrej Duda,sk SVK,MF,Hellas Verona,29,"€ 21,154 (£ 17,855, $21,806)","€ 1,100,000 (£ 928,484, $1,133,913)",Unverified estimation
313,Jonathan Ikone,fr FRA,FW,Como,26,"€ 20,962 (£ 17,675, $23,462)","€ 1,090,000 (£ 919,079, $1,220,044)",Unverified estimation
314,Morten Thorsby,no NOR,"MF,FW",Genoa,28,"€ 20,000 (£ 16,882, $20,617)","€ 1,040,000 (£ 877,839, $1,072,063)",Unverified estimation
315,Enzo Ebosse,cm CMR,DF,Udinese,25,"€ 19,808 (£ 16,719, $20,418)","€ 1,030,000 (£ 869,399, $1,061,755)",
316,Jaka Bijol,si SVN,DF,Udinese,25,"€ 19,808 (£ 16,719, $20,418)","€ 1,030,000 (£ 869,399, $1,061,755)",
317,Nemanja Radonjić,rs SRB,LW,Torino,28,"€ 19,808 (£ 16,719, $20,418)","€ 1,030,000 (£ 869,399, $1,061,755)",
318,Dan Ndoye,ch SUI,FW,Bologna,23,"€ 19,808 (£ 16,719, $20,418)","€ 1,030,000 (£ 869,399, $1,061,755)",
319,Emil Holm,se SWE,DF,Bologna,24,"€ 19,808 (£ 16,719, $20,418)","€ 1,030,000 (£ 869,399, $1,061,755)",
320,Jesper Karlsson,se SWE,FW,Bologna,26,"€ 19,808 (£ 16,719, $20,418)","€ 1,030,000 (£ 869,399, $1,061,755)",
321,Michel Aebischer,ch SUI,MF,Bologna,27,"€ 19,808 (£ 16,719, $20,418)","€ 1,030,000 (£ 869,399, $1,061,755)",
322,Yacine Adli,fr FRA,MF,Fiorentina,24,"€ 19,808 (£ 16,719, $20,418)","€ 1,030,000 (£ 869,399, $1,061,755)",
323,Johan Vásquez,mx MEX,DF,Genoa,25,"€ 19,808 (£ 16,719, $20,418)","€ 1,030,000 (£ 869,399, $1,061,755)",Unverified estimation
324,Morten Frendrup,dk DEN,MF,Genoa,23,"€ 19,808 (£ 16,719, $20,418)","€ 1,030,000 (£ 869,399, $1,061,755)",Unverified estimation
325,Malick Thiaw,de GER,DF,Milan,22,"€ 19,808 (£ 16,719, $20,418)","€ 1,030,000 (£ 869,399, $1,061,755)",
326,Adrian Bernabe,es ESP,MF,Parma,23,"€ 19,808 (£ 16,719, $20,418)","€ 1,030,000 (£ 869,399, $1,061,755)",Unverified estimation
327,Alberto Cerri,it ITA,FW,Como,28,"€ 19,615 (£ 16,557, $20,220)","€ 1,020,000 (£ 860,958, $1,051,447)",
328,Victor Nelsson,dk DEN,DF,Roma,25,"€ 19,615 (£ 16,540, $21,956)","€ 1,020,000 (£ 860,056, $1,141,693)",
329,Stefan Posch,at AUT,DF,Bologna,27,"€ 19,231 (£ 16,232, $19,824)","€ 1,000,000 (£ 844,076, $1,030,830)",Unverified estimation
330,Emil Bohinen,no NOR,MF,Genoa,25,"€ 19,231 (£ 16,232, $19,824)","€ 1,000,000 (£ 844,076, $1,030,830)",Unverified estimation
331,Nicola Sansone,it ITA,"MF,FW",Lecce,32,"€ 19,231 (£ 16,232, $19,824)","€ 1,000,000 (£ 844,076, $1,030,830)",
332,Brenner,br BRA,"MF,FW",Udinese,24,"€ 18,462 (£ 15,583, $19,031)","€ 960,000 (£ 810,313, $989,597)",Unverified estimation
333,Jhon Lucumí,co COL,DF,Bologna,26,"€ 18,462 (£ 15,583, $19,031)","€ 960,000 (£ 810,313, $989,597)",Unverified estimation
334,Antonino Gallo,it ITA,DF,Lecce,24,"€ 18,462 (£ 15,583, $19,031)","€ 960,000 (£ 810,313, $989,597)",Unverified estimation
335,Antoine Makoumbou,,DM,Cagliari,26,"€ 18,077 (£ 15,258, $18,634)","€ 940,000 (£ 793,432, $968,980)",Unverified estimation
336,Davide Faraoni,it ITA,DF,Hellas Verona,32,"€ 17,885 (£ 15,096, $18,436)","€ 930,000 (£ 784,991, $958,672)",
337,Charalambos Lykogiannis,gr GRE,DF,Bologna,30,"€ 17,885 (£ 15,096, $18,436)","€ 930,000 (£ 784,991, $958,672)",
338,Martin Erlic,hr CRO,DF,Bologna,26,"€ 17,885 (£ 15,096, $18,436)","€ 930,000 (£ 784,991, $958,672)",Unverified estimation
339,Santiago Castro,,CF,Bologna,19,"€ 17,885 (£ 15,096, $18,436)","€ 930,000 (£ 784,991, $958,672)",Unverified estimation
340,Andrea Carboni,it ITA,DF,Monza,23,"€ 17,885 (£ 15,096, $18,436)","€ 930,000 (£ 784,991, $958,672)",Unverified estimation
341,Assane Diao,,RW,Como,19,"€ 17,885 (£ 15,080, $20,018)","€ 930,000 (£ 784,168, $1,040,955)",Unverified estimation
342,Jean Butez,fr FRA,GK,Como,29,"€ 17,885 (£ 15,080, $20,018)","€ 930,000 (£ 784,168, $1,040,955)",Unverified estimation
343,Nico Paz,,AM,Como,20,"€ 17,885 (£ 15,096, $18,436)","€ 930,000 (£ 784,991, $958,672)",Unverified estimation
344,Pepe Reina,es ESP,GK,Como,41,"€ 17,885 (£ 15,096, $18,436)","€ 930,000 (£ 784,991, $958,672)",Unverified estimation
345,Yannik Engelhardt,,DM,Como,23,"€ 17,885 (£ 15,096, $18,436)","€ 930,000 (£ 784,991, $958,672)",Unverified estimation
346,Pietro Comuzzo,,CB,Fiorentina,19,"€ 17,885 (£ 15,096, $18,436)","€ 930,000 (£ 784,991, $958,672)",Unverified estimation
347,Tommaso Martinelli,,GK,Fiorentina,19,"€ 17,885 (£ 15,096, $18,436)","€ 930,000 (£ 784,991, $958,672)",Unverified estimation
348,Alessandro Vogliacco,it ITA,DF,Genoa,25,"€ 17,885 (£ 15,096, $18,436)","€ 930,000 (£ 784,991, $958,672)",Unverified estimation
349,Brooke Norton-Cuffy,eng ENG,"DF,FW",Genoa,20,"€ 17,885 (£ 15,096, $18,436)","€ 930,000 (£ 784,991, $958,672)",Unverified estimation
350,Marko Pajač,hr CRO,LB,Genoa,31,"€ 17,885 (£ 15,096, $18,436)","€ 930,000 (£ 784,991, $958,672)",
351,Anderson Lima,br BRA,AM,Lazio,24,"€ 17,885 (£ 15,096, $18,436)","€ 930,000 (£ 784,991, $958,672)",Unverified estimation
352,Oliver Provstgaard,,CB,Lazio,21,"€ 17,885 (£ 15,080, $20,018)","€ 930,000 (£ 784,168, $1,040,955)",
353,Ibrahim Sulemana,,DM,Atalanta,21,"€ 17,885 (£ 15,096, $18,436)","€ 930,000 (£ 784,991, $958,672)",
354,Matteo Ruggeri,it ITA,DF,Atalanta,22,"€ 17,885 (£ 15,096, $18,436)","€ 930,000 (£ 784,991, $958,672)",Unverified estimation
355,Giuseppe Pezzella,it ITA,"DF,FW",Empoli,26,"€ 17,885 (£ 15,096, $18,436)","€ 930,000 (£ 784,991, $958,672)",Unverified estimation
356,Lorenzo Colombo,it ITA,"FW,MF",Empoli,22,"€ 17,885 (£ 15,096, $18,436)","€ 930,000 (£ 784,991, $958,672)",Unverified estimation
357,Mattia De Sciglio,it ITA,DF,Empoli,31,"€ 17,885 (£ 15,096, $18,436)","€ 930,000 (£ 784,991, $958,672)",
358,Gianluca Gaetano,it ITA,"MF,FW",Cagliari,24,"€ 17,885 (£ 15,096, $18,436)","€ 930,000 (£ 784,991, $958,672)",Unverified estimation
359,Nadir Zortea,it ITA,"DF,MF",Cagliari,25,"€ 17,885 (£ 15,096, $18,436)","€ 930,000 (£ 784,991, $958,672)",Unverified estimation
360,Paulo Azzi,br BRA,DF,Cagliari,30,"€ 17,885 (£ 15,096, $18,436)","€ 930,000 (£ 784,991, $958,672)",Unverified estimation
361,Tommaso Augello,it ITA,DF,Cagliari,29,"€ 17,885 (£ 15,096, $18,436)","€ 930,000 (£ 784,991, $958,672)",
362,Anass Salah-Eddine,,LB,Roma,23,"€ 17,885 (£ 15,080, $20,018)","€ 930,000 (£ 784,168, $1,040,955)",
363,Mathew Ryan,au AUS,GK,Roma,32,"€ 17,885 (£ 15,096, $18,436)","€ 930,000 (£ 784,991, $958,672)",
364,Marco Sportiello,it ITA,GK,Milan,32,"€ 17,885 (£ 15,096, $18,436)","€ 930,000 (£ 784,991, $958,672)",
365,Alberto Costa,,RB,Juventus,21,"€ 17,885 (£ 15,080, $20,018)","€ 930,000 (£ 784,168, $1,040,955)",
366,Emanuele Valeri,it ITA,DF,Parma,25,"€ 17,885 (£ 15,096, $18,436)","€ 930,000 (£ 784,991, $958,672)",Unverified estimation
367,Jacob Ondrejka,,LW,Parma,22,"€ 17,885 (£ 15,080, $20,018)","€ 930,000 (£ 784,168, $1,040,955)",Unverified estimation
368,Zion Suzuki,,GK,Parma,22,"€ 17,885 (£ 15,096, $18,436)","€ 930,000 (£ 784,991, $958,672)",Unverified estimation
369,Keinan Davis,eng ENG,FW,Udinese,26,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
370,Kingsley Ehizibue,nl NED,DF,Udinese,29,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
371,Maduka Okoye,ng NGA,GK,Udinese,24,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
372,Martín Payero,ar ARG,MF,Udinese,25,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
373,Sandi Lovrić,si SVN,MF,Udinese,26,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",
374,Mërgim Vojvoda,xk KVX,DF,Torino,29,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",
375,Sam Beukema,nl NED,DF,Bologna,25,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",
376,Milan Đurić,ba BIH,FW,Monza,34,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
377,Ardian Ismajli,al ALB,DF,Empoli,27,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",
378,Ola Solbakken,,RW,Empoli,25,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
379,Szymon Żurkowski,pl POL,MF,Empoli,26,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",
380,Wylan Cyprien,fr FRA,MF,Parma,29,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",
381,Stefano Turati,it ITA,GK,Monza,22,"€ 16,346 (£ 13,797, $16,850)","€ 850,000 (£ 717,465, $876,206)",
382,Darko Lazović,rs SRB,"DF,MF",Hellas Verona,33,"€ 15,962 (£ 13,473, $16,454)","€ 830,000 (£ 700,583, $855,589)",Unverified estimation
383,Samuele Birindelli,it ITA,DF,Monza,25,"€ 15,962 (£ 13,473, $16,454)","€ 830,000 (£ 700,583, $855,589)",Unverified estimation
384,Alieu Fadera,gm GAM,"FW,DF",Como,22,"€ 15,962 (£ 13,473, $16,454)","€ 830,000 (£ 700,583, $855,589)",Unverified estimation
385,Arijon Ibrahimovic,,,Lazio,19,"€ 15,962 (£ 13,459, $17,866)","€ 830,000 (£ 699,849, $929,025)",Unverified estimation
386,Daniel Fila,,CF,Venezia,22,"€ 15,962 (£ 13,459, $17,866)","€ 830,000 (£ 699,849, $929,025)",Unverified estimation
387,Mikael Ellertsson,is ISL,"DF,MF",Venezia,22,"€ 15,962 (£ 13,473, $16,454)","€ 830,000 (£ 700,583, $855,589)",Unverified estimation
388,Alessandro Gabrielloni,it ITA,"FW,MF",Como,30,"€ 15,000 (£ 12,661, $15,462)","€ 780,000 (£ 658,380, $804,047)",Unverified estimation
389,Abdou Harroui,nl NED,"MF,FW",Hellas Verona,26,"€ 14,808 (£ 12,499, $15,264)","€ 770,000 (£ 649,939, $793,739)",Unverified estimation
390,Caleb Ekuban,gh GHA,FW,Genoa,30,"€ 14,808 (£ 12,499, $15,264)","€ 770,000 (£ 649,939, $793,739)",
391,Brandon Soppy,fr FRA,RB,Atalanta,22,"€ 14,808 (£ 12,499, $15,264)","€ 770,000 (£ 649,939, $793,739)",
392,Adrian Benedyczak,pl POL,"FW,MF",Parma,23,"€ 14,808 (£ 12,499, $15,264)","€ 770,000 (£ 649,939, $793,739)",Unverified estimation
393,Lautaro Valenti,ar ARG,DF,Parma,25,"€ 14,808 (£ 12,499, $15,264)","€ 770,000 (£ 649,939, $793,739)",Unverified estimation
394,Yordan Osorio,ve VEN,DF,Parma,30,"€ 14,808 (£ 12,499, $15,264)","€ 770,000 (£ 649,939, $793,739)",
395,Lassana Coulibaly,ml MLI,MF,Lecce,28,"€ 14,808 (£ 12,499, $15,264)","€ 770,000 (£ 649,939, $793,739)",Unverified estimation
396,Damián Pizarro,,CF,Udinese,19,"€ 14,231 (£ 12,012, $14,670)","€ 740,000 (£ 624,616, $762,814)",Unverified estimation
397,Rui Modesto,,RM,Udinese,24,"€ 14,231 (£ 12,012, $14,670)","€ 740,000 (£ 624,616, $762,814)",Unverified estimation
398,Cheikh Tidiane Niasse,sn SEN,MF,Hellas Verona,24,"€ 14,231 (£ 11,999, $15,929)","€ 740,000 (£ 623,962, $828,287)",Unverified estimation
399,Benjamín Domínguez,,LW,Bologna,21,"€ 14,231 (£ 12,012, $14,670)","€ 740,000 (£ 624,616, $762,814)",Unverified estimation
400,Federico Ravaglia,it ITA,GK,Bologna,24,"€ 14,231 (£ 12,012, $14,670)","€ 740,000 (£ 624,616, $762,814)",Unverified estimation
401,Giovanni Fabbian,,CM,Bologna,21,"€ 14,231 (£ 12,012, $14,670)","€ 740,000 (£ 624,616, $762,814)",
402,Edoardo Goldaniga,it ITA,DF,Como,30,"€ 14,231 (£ 12,012, $14,670)","€ 740,000 (£ 624,616, $762,814)",Unverified estimation
403,Federico Barba,it ITA,DF,Como,30,"€ 14,231 (£ 12,012, $14,670)","€ 740,000 (£ 624,616, $762,814)",Unverified estimation
404,Gabriel Strefezza,br BRA,"FW,MF",Como,27,"€ 14,231 (£ 12,012, $14,670)","€ 740,000 (£ 624,616, $762,814)",Unverified estimation
405,Matías Moreno,,CB,Fiorentina,21,"€ 14,231 (£ 12,012, $14,670)","€ 740,000 (£ 624,616, $762,814)",
406,Alessandro Zanoli,it ITA,"FW,DF",Genoa,23,"€ 14,231 (£ 12,012, $14,670)","€ 740,000 (£ 624,616, $762,814)",Unverified estimation
407,Benjamin Siegrist,ch SUI,GK,Genoa,32,"€ 14,231 (£ 11,999, $15,929)","€ 740,000 (£ 623,962, $828,287)",Unverified estimation
408,Koni De Winter,,CB,Genoa,22,"€ 14,231 (£ 12,012, $14,670)","€ 740,000 (£ 624,616, $762,814)",Unverified estimation
409,Sebastiano Esposito,it ITA,"FW,MF",Empoli,22,"€ 14,231 (£ 12,012, $14,670)","€ 740,000 (£ 624,616, $762,814)",Unverified estimation
410,Antonio Raimondo,,CF,Venezia,20,"€ 14,231 (£ 12,012, $14,670)","€ 740,000 (£ 624,616, $762,814)",Unverified estimation
411,Gaetano Oristanio,it ITA,"FW,MF",Venezia,21,"€ 14,231 (£ 12,012, $14,670)","€ 740,000 (£ 624,616, $762,814)",Unverified estimation
412,Adam Obert,sk SVK,DF,Cagliari,21,"€ 14,231 (£ 12,012, $14,670)","€ 740,000 (£ 624,616, $762,814)",Unverified estimation
413,Alessandro Deiola,it ITA,MF,Cagliari,28,"€ 14,231 (£ 12,012, $14,670)","€ 740,000 (£ 624,616, $762,814)",Unverified estimation
414,Vasilije Adžić,,AM,Juventus,18,"€ 14,231 (£ 11,999, $15,929)","€ 740,000 (£ 623,962, $828,287)",Unverified estimation
415,Botond Balogh,hu HUN,DF,Parma,22,"€ 14,231 (£ 12,012, $14,670)","€ 740,000 (£ 624,616, $762,814)",Unverified estimation
416,Giovanni Leoni,,CB,Parma,17,"€ 14,231 (£ 12,012, $14,670)","€ 740,000 (£ 624,616, $762,814)",Unverified estimation
417,Leandro Chichizola,ar ARG,GK,Parma,34,"€ 14,231 (£ 12,012, $14,670)","€ 740,000 (£ 624,616, $762,814)",Unverified estimation
418,Mathias Fjørtoft Løvik,,LB,Parma,21,"€ 14,231 (£ 11,999, $15,929)","€ 740,000 (£ 623,962, $828,287)",Unverified estimation
419,Tete Morente,es ESP,"FW,MF",Lecce,27,"€ 14,231 (£ 12,012, $14,670)","€ 740,000 (£ 624,616, $762,814)",Unverified estimation
420,Razvan Sava,ro ROU,GK,Udinese,22,"€ 12,500 (£ 10,551, $12,885)","€ 650,000 (£ 548,650, $670,040)",Unverified estimation
421,Souleymane Touré,fr FRA,DF,Udinese,21,"€ 12,500 (£ 10,551, $12,885)","€ 650,000 (£ 548,650, $670,040)",Unverified estimation
422,Daniel Bandeira,pt POR,MF,Hellas Verona,24,"€ 12,500 (£ 10,551, $12,885)","€ 650,000 (£ 548,650, $670,040)",Unverified estimation
423,Mihajlo Ilić,,CB,Bologna,21,"€ 12,500 (£ 10,551, $12,885)","€ 650,000 (£ 548,650, $670,040)",Unverified estimation
424,Mattia Valoti,it ITA,MF,Monza,30,"€ 12,500 (£ 10,551, $12,885)","€ 650,000 (£ 548,650, $670,040)",
425,Alessandro Marcandalli,,CB,Genoa,21,"€ 12,500 (£ 10,551, $12,885)","€ 650,000 (£ 548,650, $670,040)",Unverified estimation
426,David Ankeye,,CF,Genoa,22,"€ 12,500 (£ 10,551, $12,885)","€ 650,000 (£ 548,650, $670,040)",Unverified estimation
427,Stefano Sabelli,it ITA,DF,Genoa,31,"€ 12,500 (£ 10,551, $12,885)","€ 650,000 (£ 548,650, $670,040)",Unverified estimation
428,Mattia Viti,it ITA,DF,Empoli,22,"€ 12,500 (£ 10,551, $12,885)","€ 650,000 (£ 548,650, $670,040)",Unverified estimation
429,Michel Ndary Adopo,fr FRA,MF,Cagliari,24,"€ 12,500 (£ 10,551, $12,885)","€ 650,000 (£ 548,650, $670,040)",Unverified estimation
430,Filip Marchwinski,,AM,Lecce,23,"€ 12,500 (£ 10,551, $12,885)","€ 650,000 (£ 548,650, $670,040)",Unverified estimation
431,Gaby Jean,,CB,Lecce,24,"€ 12,500 (£ 10,551, $12,885)","€ 650,000 (£ 548,650, $670,040)",Unverified estimation
432,Patrick Dorgu,,LB,Lecce,19,"€ 12,500 (£ 10,551, $12,885)","€ 650,000 (£ 548,650, $670,040)",Unverified estimation
433,Flavius Daniliuc,at AUT,DF,Hellas Verona,23,"€ 12,308 (£ 10,389, $12,687)","€ 640,000 (£ 540,209, $659,731)",Unverified estimation
434,Samuel Iling-Junior,eng ENG,"FW,MF",Bologna,20,"€ 12,308 (£ 10,389, $12,687)","€ 640,000 (£ 540,209, $659,731)",Unverified estimation
435,Patrick Cutrone,it ITA,FW,Como,26,"€ 12,308 (£ 10,389, $12,687)","€ 640,000 (£ 540,209, $659,731)",Unverified estimation
436,Oliver Christensen,dk DEN,GK,Fiorentina,25,"€ 12,308 (£ 10,389, $12,687)","€ 640,000 (£ 540,209, $659,731)",Unverified estimation
437,Saba Sazonov,ge GEO,DF,Empoli,22,"€ 12,308 (£ 10,389, $12,687)","€ 640,000 (£ 540,209, $659,731)",Unverified estimation
438,Tyronne Ebuehi,ng NGA,"DF,MF",Empoli,28,"€ 12,308 (£ 10,389, $12,687)","€ 640,000 (£ 540,209, $659,731)",Unverified estimation
439,Domen Črnigoj,si SVN,MF,Venezia,28,"€ 12,308 (£ 10,389, $12,687)","€ 640,000 (£ 540,209, $659,731)",Unverified estimation
440,Elia Caprile,it ITA,GK,Cagliari,22,"€ 12,308 (£ 10,378, $13,776)","€ 640,000 (£ 539,643, $716,356)",
441,Mateusz Wieteska,,CB,Cagliari,27,"€ 12,308 (£ 10,389, $12,687)","€ 640,000 (£ 540,209, $659,731)",Unverified estimation
442,Simon Sohm,ch SUI,MF,Parma,23,"€ 12,308 (£ 10,389, $12,687)","€ 640,000 (£ 540,209, $659,731)",Unverified estimation
443,Joan Gonzàlez,es ESP,CM,Lecce,23,"€ 12,308 (£ 10,389, $12,687)","€ 640,000 (£ 540,209, $659,731)",Unverified estimation
444,Lameck Banda,,LW,Lecce,24,"€ 12,308 (£ 10,389, $12,687)","€ 640,000 (£ 540,209, $659,731)",
445,Remi Oudin,fr FRA,"MF,FW",Lecce,27,"€ 12,308 (£ 10,389, $12,687)","€ 640,000 (£ 540,209, $659,731)",Unverified estimation
446,Antoine Bernede,fr FRA,MF,Hellas Verona,25,"€ 11,731 (£ 9,891, $13,130)","€ 610,000 (£ 514,347, $682,777)",Unverified estimation
447,Gabriel Charpentier,cg CGO,FW,Parma,25,"€ 11,346 (£ 9,577, $11,696)","€ 590,000 (£ 498,005, $608,190)",Unverified estimation
448,Kialonda Gaspar,,CB,Lecce,27,"€ 11,346 (£ 9,577, $11,696)","€ 590,000 (£ 498,005, $608,190)",Unverified estimation
449,Oussama El Azzouzi,ma MAR,MF,Bologna,23,"€ 11,154 (£ 9,415, $11,498)","€ 580,000 (£ 489,564, $597,881)",
450,Marin Šverko,hr CRO,DF,Venezia,26,"€ 11,154 (£ 9,415, $11,498)","€ 580,000 (£ 489,564, $597,881)",Unverified estimation
451,Valentin Mihaila,ro ROU,"FW,MF",Parma,24,"€ 11,154 (£ 9,415, $11,498)","€ 580,000 (£ 489,564, $597,881)",
452,Ylber Ramadani,al ALB,MF,Lecce,28,"€ 11,154 (£ 9,415, $11,498)","€ 580,000 (£ 489,564, $597,881)",Unverified estimation
453,Daniel Mosquera,co COL,FW,Hellas Verona,24,"€ 10,769 (£ 9,090, $11,101)","€ 560,000 (£ 472,683, $577,265)",Unverified estimation
454,Alberto Paleari,it ITA,GK,Torino,31,"€ 10,769 (£ 9,090, $11,101)","€ 560,000 (£ 472,683, $577,265)",Unverified estimation
455,Antonio Donnarumma,it ITA,GK,Torino,34,"€ 10,769 (£ 9,090, $11,101)","€ 560,000 (£ 472,683, $577,265)",Unverified estimation
456,Brian Bayeye,,RB,Torino,24,"€ 10,769 (£ 9,090, $11,101)","€ 560,000 (£ 472,683, $577,265)",Unverified estimation
457,Kacper Urbanski,pl POL,MF,Bologna,19,"€ 10,769 (£ 9,090, $11,101)","€ 560,000 (£ 472,683, $577,265)",Unverified estimation
458,Keita Baldé,sn SEN,FW,Monza,29,"€ 10,769 (£ 9,081, $12,054)","€ 560,000 (£ 472,187, $626,812)",Unverified estimation
459,Omari Forson,,RW,Monza,20,"€ 10,769 (£ 9,090, $11,101)","€ 560,000 (£ 472,683, $577,265)",Unverified estimation
460,Álex Valle,,LB,Como,20,"€ 10,769 (£ 9,081, $12,054)","€ 560,000 (£ 472,187, $626,812)",Unverified estimation
461,Ivan Smolcic,,RB,Como,24,"€ 10,769 (£ 9,081, $12,054)","€ 560,000 (£ 472,187, $626,812)",Unverified estimation
462,Giorgio Scalvini,it ITA,DF,Atalanta,20,"€ 10,769 (£ 9,090, $11,101)","€ 560,000 (£ 472,683, $577,265)",Unverified estimation
463,Faustino Anjorin,eng ENG,MF,Empoli,22,"€ 10,769 (£ 9,090, $11,101)","€ 560,000 (£ 472,683, $577,265)",Unverified estimation
464,Filip Stankovic,rs SRB,GK,Venezia,22,"€ 10,769 (£ 9,090, $11,101)","€ 560,000 (£ 472,683, $577,265)",Unverified estimation
465,Joël Schingtienne,,CB,Venezia,22,"€ 10,769 (£ 9,090, $11,101)","€ 560,000 (£ 472,683, $577,265)",Unverified estimation
466,Richie Sagrado,,RB,Venezia,21,"€ 10,769 (£ 9,090, $11,101)","€ 560,000 (£ 472,683, $577,265)",Unverified estimation
467,Gabriele Zappa,it ITA,DF,Cagliari,24,"€ 10,769 (£ 9,090, $11,101)","€ 560,000 (£ 472,683, $577,265)",
468,Roberto Piccoli,it ITA,FW,Cagliari,23,"€ 10,769 (£ 9,090, $11,101)","€ 560,000 (£ 472,683, $577,265)",Unverified estimation
469,Nicola Zalewski,pl POL,"DF,FW",Roma,22,"€ 10,769 (£ 9,090, $11,101)","€ 560,000 (£ 472,683, $577,265)",
470,Luis Hasa,,CM,Napoli,21,"€ 10,769 (£ 9,081, $12,054)","€ 560,000 (£ 472,187, $626,812)",Unverified estimation
471,Nikita Contini Baranovsky,it ITA,GK,Napoli,28,"€ 10,769 (£ 9,090, $11,101)","€ 560,000 (£ 472,683, $577,265)",
472,Carlo Pinsoglio,it ITA,GK,Juventus,34,"€ 10,769 (£ 9,090, $11,101)","€ 560,000 (£ 472,683, $577,265)",
473,Samuel Mbangula,,LW,Juventus,21,"€ 10,769 (£ 9,090, $11,101)","€ 560,000 (£ 472,683, $577,265)",Unverified estimation
474,Mateo Pellegrino,,CF,Parma,23,"€ 10,769 (£ 9,081, $12,054)","€ 560,000 (£ 472,187, $626,812)",Unverified estimation
475,Christian Früchtl,de GER,GK,Lecce,24,"€ 10,769 (£ 9,090, $11,101)","€ 560,000 (£ 472,683, $577,265)",Unverified estimation
476,Konan N’Dri,,RW,Lecce,24,"€ 10,769 (£ 9,081, $12,054)","€ 560,000 (£ 472,187, $626,812)",Unverified estimation
477,Rareș Burnete,,CF,Lecce,20,"€ 10,769 (£ 9,090, $11,101)","€ 560,000 (£ 472,683, $577,265)",Unverified estimation
478,Santiago Pierotti,ar ARG,FW,Lecce,23,"€ 10,769 (£ 9,090, $11,101)","€ 560,000 (£ 472,683, $577,265)",Unverified estimation
479,Casper Tengstedt,,CF,Hellas Verona,24,"€ 10,385 (£ 8,765, $10,705)","€ 540,000 (£ 455,801, $556,648)",Unverified estimation
480,Ange-Yoan Bonny,fr FRA,FW,Parma,20,"€ 10,385 (£ 8,765, $10,705)","€ 540,000 (£ 455,801, $556,648)",Unverified estimation
481,Mirko Marić,hr CRO,"FW,MF",Monza,29,"€ 10,192 (£ 8,603, $10,507)","€ 530,000 (£ 447,360, $546,340)",Unverified estimation
482,Martin Frese,,LB,Hellas Verona,27,"€ 10,000 (£ 8,441, $10,308)","€ 520,000 (£ 438,920, $536,032)",Unverified estimation
483,Jordan Zemura,zw ZIM,DF,Udinese,24,"€ 9,808 (£ 8,278, $10,110)","€ 510,000 (£ 430,479, $525,723)",Unverified estimation
484,Tomáš Suslov,sk SVK,"MF,FW",Hellas Verona,22,"€ 9,808 (£ 8,278, $10,110)","€ 510,000 (£ 430,479, $525,723)",Unverified estimation
485,Giorgos Kyriakopoulos,gr GRE,DF,Monza,28,"€ 9,808 (£ 8,278, $10,110)","€ 510,000 (£ 430,479, $525,723)",Unverified estimation
486,Alan Matturro,,CB,Genoa,19,"€ 9,808 (£ 8,278, $10,110)","€ 510,000 (£ 430,479, $525,723)",Unverified estimation
487,Lorenzo Montipò,it ITA,GK,Hellas Verona,28,"€ 9,615 (£ 8,116, $9,912)","€ 500,000 (£ 422,038, $515,415)",
488,Faride Alidou,de GER,"FW,MF",Hellas Verona,23,"€ 9,231 (£ 7,791, $9,515)","€ 480,000 (£ 405,157, $494,798)",Unverified estimation
489,David Pejičić,,AM,Udinese,17,"€ 8,846 (£ 7,467, $9,119)","€ 460,000 (£ 388,275, $474,182)",Unverified estimation
490,Lorenzo Lucca,it ITA,FW,Udinese,23,"€ 8,846 (£ 7,467, $9,119)","€ 460,000 (£ 388,275, $474,182)",Unverified estimation
491,Simone Pafundi,,AM,Udinese,18,"€ 8,846 (£ 7,459, $9,902)","€ 460,000 (£ 387,868, $514,881)",Unverified estimation
492,Alessandro Berardi,it ITA,GK,Hellas Verona,33,"€ 8,846 (£ 7,467, $9,119)","€ 460,000 (£ 388,275, $474,182)",Unverified estimation
493,Ayanda Sishuba,,AM,Hellas Verona,19,"€ 8,846 (£ 7,467, $9,119)","€ 460,000 (£ 388,275, $474,182)",Unverified estimation
494,Dailon Rocha Livramento,,CF,Hellas Verona,23,"€ 8,846 (£ 7,467, $9,119)","€ 460,000 (£ 388,275, $474,182)",Unverified estimation
