Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes
170,Melvin Bard,fr FRA,"DF,MF",Nice,23,"€ 20,962 (£ 17,693, $21,608)","€ 1,090,000 (£ 920,043, $1,123,605)",Unverified estimation
171,Cédric Kipré,ci CIV,DF,Reims,27,"€ 20,962 (£ 17,693, $21,608)","€ 1,090,000 (£ 920,043, $1,123,605)",Unverified estimation
172,Maxime Busi,be BEL,DF,Reims,24,"€ 20,962 (£ 17,693, $21,608)","€ 1,090,000 (£ 920,043, $1,123,605)",
173,Albert Grønbaek,,CM,Rennes,23,"€ 20,962 (£ 17,693, $21,608)","€ 1,090,000 (£ 920,043, $1,123,605)",Unverified estimation
174,Sebastian Nanasi,,LM,Strasbourg,22,"€ 20,962 (£ 17,693, $21,608)","€ 1,090,000 (£ 920,043, $1,123,605)",Unverified estimation
175,Yunis Abdelhamid,ma MAR,DF,Saint-Étienne,36,"€ 20,962 (£ 17,693, $21,608)","€ 1,090,000 (£ 920,043, $1,123,605)",Unverified estimation
176,Jean-Philippe Gbamin,ci CIV,MF,Nantes,28,"€ 20,962 (£ 17,693, $21,608)","€ 1,090,000 (£ 920,043, $1,123,605)",Unverified estimation
177,Jordan Amavi,fr FRA,DF,Brest,30,"€ 20,962 (£ 17,693, $21,608)","€ 1,090,000 (£ 920,043, $1,123,605)",Unverified estimation
178,Romain Del Castillo,fr FRA,FW,Brest,28,"€ 20,962 (£ 17,693, $21,608)","€ 1,090,000 (£ 920,043, $1,123,605)",Unverified estimation
179,Ibrahim Salah,,LW,Brest,23,"€ 20,769 (£ 17,531, $21,410)","€ 1,080,000 (£ 911,602, $1,113,297)",Unverified estimation
180,Adrien Thomasson,fr FRA,MF,Lens,30,"€ 20,769 (£ 17,531, $21,410)","€ 1,080,000 (£ 911,602, $1,113,297)",Unverified estimation
181,Soumaïla Coulibaly,fr FRA,DF,Brest,20,"€ 20,000 (£ 16,882, $20,617)","€ 1,040,000 (£ 877,839, $1,072,063)",Unverified estimation
182,Sofiane Diop,fr FRA,"MF,FW",Nice,24,"€ 19,615 (£ 16,557, $20,220)","€ 1,020,000 (£ 860,958, $1,051,447)",Unverified estimation
183,Jordan Lefort,fr FRA,DF,Angers,30,"€ 19,615 (£ 16,557, $20,220)","€ 1,020,000 (£ 860,958, $1,051,447)",Unverified estimation
184,Michael Amir Murillo,pa PAN,DF,Marseille,28,"€ 19,231 (£ 16,232, $19,824)","€ 1,000,000 (£ 844,076, $1,030,830)",Unverified estimation
185,Pol Lirola,es ESP,DF,Marseille,26,"€ 19,231 (£ 16,232, $19,824)","€ 1,000,000 (£ 844,076, $1,030,830)",Unverified estimation
186,Joseph Okumu,ke KEN,DF,Reims,27,"€ 19,231 (£ 16,232, $19,824)","€ 1,000,000 (£ 844,076, $1,030,830)",Unverified estimation
187,Adrien Truffert,fr FRA,"DF,MF",Rennes,22,"€ 19,231 (£ 16,232, $19,824)","€ 1,000,000 (£ 844,076, $1,030,830)",Unverified estimation
188,Hákon Arnar Haraldsson,,LW,Lille,21,"€ 19,231 (£ 16,232, $19,824)","€ 1,000,000 (£ 844,076, $1,030,830)",Unverified estimation
189,Nabil Bentaleb,dz ALG,MF,Lille,29,"€ 19,231 (£ 16,232, $19,824)","€ 1,000,000 (£ 844,076, $1,030,830)",Unverified estimation
190,Tiago Santos,,RB,Lille,22,"€ 19,231 (£ 16,232, $19,824)","€ 1,000,000 (£ 844,076, $1,030,830)",Unverified estimation
191,Malick Fofana,be BEL,FW,Lyon,19,"€ 19,231 (£ 16,232, $19,824)","€ 1,000,000 (£ 844,076, $1,030,830)",Unverified estimation
192,Adrien Hunou,fr FRA,CF,Angers,31,"€ 18,462 (£ 15,583, $19,031)","€ 960,000 (£ 810,313, $989,597)",Unverified estimation
193,Han-Noah Massengo,fr FRA,MF,Auxerre,23,"€ 18,269 (£ 15,404, $20,449)","€ 950,000 (£ 801,032, $1,063,341)",Unverified estimation
194,Youssouf Ndayishimiye,bi BDI,DF,Nice,25,"€ 18,077 (£ 15,258, $18,634)","€ 940,000 (£ 793,432, $968,980)",Unverified estimation
195,Fabien Centonze,fr FRA,DF,Nantes,28,"€ 18,077 (£ 15,258, $18,634)","€ 940,000 (£ 793,432, $968,980)",Unverified estimation
196,Lamine Camara,,CM,Monaco,20,"€ 17,692 (£ 14,934, $18,238)","€ 920,000 (£ 776,550, $948,364)",Unverified estimation
197,Alexsandro,,CB,Lille,25,"€ 17,500 (£ 14,771, $18,040)","€ 910,000 (£ 768,109, $938,055)",Unverified estimation
198,Osame Sahraoui,,LW,Lille,23,"€ 17,500 (£ 14,771, $18,040)","€ 910,000 (£ 768,109, $938,055)",Unverified estimation
199,Ignatius Ganago,cm CMR,"FW,MF",Nantes,25,"€ 17,500 (£ 14,771, $18,040)","€ 910,000 (£ 768,109, $938,055)",Unverified estimation
200,Jean-Charles Castelletto,cm CMR,"DF,MF",Nantes,29,"€ 17,500 (£ 14,771, $18,040)","€ 910,000 (£ 768,109, $938,055)",Unverified estimation
201,Matthis Abline,fr FRA,FW,Nantes,21,"€ 17,500 (£ 14,771, $18,040)","€ 910,000 (£ 768,109, $938,055)",Unverified estimation
202,Tino Kadewere,zw ZIM,"MF,FW",Nantes,28,"€ 17,500 (£ 14,771, $18,040)","€ 910,000 (£ 768,109, $938,055)",Unverified estimation
203,Marco Bizot,nl NED,GK,Brest,33,"€ 17,500 (£ 14,771, $18,040)","€ 910,000 (£ 768,109, $938,055)",Unverified estimation
204,Massadio Haïdara,ml MLI,DF,Brest,31,"€ 17,500 (£ 14,771, $18,040)","€ 910,000 (£ 768,109, $938,055)",Unverified estimation
205,Evann Guessand,ci CIV,"FW,MF",Nice,23,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
206,Mohamed Ali Cho,fr FRA,"FW,MF",Nice,20,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
207,Terem Moffi,ng NGA,FW,Nice,25,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",
208,Christopher Jullien,fr FRA,DF,Montpellier,31,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
209,Nikola Maksimović,rs SRB,DF,Montpellier,32,"€ 17,308 (£ 14,594, $19,373)","€ 900,000 (£ 758,873, $1,007,376)",Unverified estimation
210,Jonathan Rowe,,LW,Marseille,21,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
211,Ulisses Garcia,ch SUI,DF,Marseille,28,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
212,Koka,eg EGY,FW,Le Havre,31,"€ 17,308 (£ 14,594, $19,373)","€ 900,000 (£ 758,873, $1,007,376)",Unverified estimation
213,Bamba Dieng,sn SEN,FW,Angers,24,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
214,Jean-Eudes Aholou,ci CIV,MF,Angers,30,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
215,Jim Allevinah,ga GAB,FW,Angers,29,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
216,Gabriel Moscardo,,DM,Reims,19,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
217,Keito Nakamura,jp JPN,"FW,MF",Reims,24,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
218,Sergio Akieme,es ESP,DF,Reims,26,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
219,Carlos Andrés Gómez,,RW,Rennes,22,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
220,Abakar Sylla,ci CIV,DF,Strasbourg,21,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
221,Andrey Santos,,CM,Strasbourg,20,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
222,Félix Lemaréchal,fr FRA,"MF,FW",Strasbourg,20,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
223,Guéla Doué,,RB,Strasbourg,21,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
224,Valentín Barco,ar ARG,"MF,DF",Strasbourg,20,"€ 17,308 (£ 14,594, $19,373)","€ 900,000 (£ 758,873, $1,007,376)",Unverified estimation
225,Zuriko Davitashvili,ge GEO,"FW,MF",Saint-Étienne,23,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
226,Lucas Perri,br BRA,GK,Lyon,26,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
227,Douglas Augusto,,CM,Nantes,28,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
228,Kelvin Amian,fr FRA,DF,Nantes,26,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
229,Sorba Thomas,,RW,Nantes,26,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
230,Andy Diouf,fr FRA,MF,Lens,21,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
231,Mathew Ryan,au AUS,GK,Lens,32,"€ 17,308 (£ 14,594, $19,373)","€ 900,000 (£ 758,873, $1,007,376)",Unverified estimation
232,Teddy Teuma,mt MLT,MF,Reims,30,"€ 16,346 (£ 13,797, $16,850)","€ 850,000 (£ 717,465, $876,206)",Unverified estimation
233,Ado Onaiwu,jp JPN,"MF,FW",Auxerre,28,"€ 16,154 (£ 13,635, $16,652)","€ 840,000 (£ 709,024, $865,897)",Unverified estimation
234,Anthony Briançon,fr FRA,DF,Saint-Étienne,29,"€ 16,154 (£ 13,635, $16,652)","€ 840,000 (£ 709,024, $865,897)",Unverified estimation
235,Meschack Elia,,CF,Nantes,27,"€ 16,154 (£ 13,621, $18,081)","€ 840,000 (£ 708,281, $940,218)",Unverified estimation
236,Jonathan Gradit,fr FRA,DF,Lens,31,"€ 16,154 (£ 13,635, $16,652)","€ 840,000 (£ 709,024, $865,897)",Unverified estimation
237,Sinaly Diomande,ci CIV,DF,Auxerre,23,"€ 15,769 (£ 13,310, $16,255)","€ 820,000 (£ 692,143, $845,281)",Unverified estimation
238,Haris Belkebla,dz ALG,MF,Angers,30,"€ 15,769 (£ 13,310, $16,255)","€ 820,000 (£ 692,143, $845,281)",Unverified estimation
239,Mory Gbane,,DM,Reims,24,"€ 15,769 (£ 13,296, $17,651)","€ 820,000 (£ 691,417, $917,831)",Unverified estimation
240,Mamadou Sarr,,CB,Strasbourg,19,"€ 15,769 (£ 13,310, $16,255)","€ 820,000 (£ 692,143, $845,281)",Unverified estimation
241,Hugo Magnetti,fr FRA,MF,Brest,26,"€ 15,769 (£ 13,310, $16,255)","€ 820,000 (£ 692,143, $845,281)",Unverified estimation
242,Alidu Seidu,gh GHA,DF,Rennes,24,"€ 15,385 (£ 12,986, $15,859)","€ 800,000 (£ 675,261, $824,664)",Unverified estimation
243,Jonas Martin,fr FRA,MF,Brest,34,"€ 15,385 (£ 12,986, $15,859)","€ 800,000 (£ 675,261, $824,664)",Unverified estimation
244,Florian Ayé,fr FRA,FW,Auxerre,27,"€ 15,000 (£ 12,661, $15,462)","€ 780,000 (£ 658,380, $804,047)",Unverified estimation
245,Joseph Lopy,sn SEN,"DF,MF",Angers,32,"€ 15,000 (£ 12,661, $15,462)","€ 780,000 (£ 658,380, $804,047)",Unverified estimation
246,Akim Zedadka,dz ALG,DF,Lille,29,"€ 15,000 (£ 12,661, $15,462)","€ 780,000 (£ 658,380, $804,047)",Unverified estimation
247,Florian Tardieu,fr FRA,MF,Saint-Étienne,32,"€ 15,000 (£ 12,661, $15,462)","€ 780,000 (£ 658,380, $804,047)",Unverified estimation
248,Arnaud Nordin,fr FRA,FW,Montpellier,26,"€ 14,423 (£ 12,174, $14,868)","€ 750,000 (£ 633,057, $773,123)",Unverified estimation
249,Gideon Mensah,gh GHA,DF,Auxerre,26,"€ 14,423 (£ 12,174, $14,868)","€ 750,000 (£ 633,057, $773,123)",Unverified estimation
250,Emanuel Emegha,nl NED,FW,Strasbourg,21,"€ 14,423 (£ 12,174, $14,868)","€ 750,000 (£ 633,057, $773,123)",Unverified estimation
251,Benjamin Bouchouari,,CM,Saint-Étienne,23,"€ 14,423 (£ 12,174, $14,868)","€ 750,000 (£ 633,057, $773,123)",Unverified estimation
252,Paul Akouokou,ci CIV,MF,Lyon,26,"€ 14,423 (£ 12,174, $14,868)","€ 750,000 (£ 633,057, $773,123)",Unverified estimation
253,Mohamed Abdelmonem,,CB,Nice,26,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
254,Moïse Bombito,,CB,Nice,24,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
255,Charlie Cresswell,eng ENG,DF,Toulouse,21,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
256,Derek Cornelius,ca CAN,DF,Marseille,26,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
257,Elisha Owusu,gh GHA,MF,Auxerre,26,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
258,Gabriel Osho,ng NGA,DF,Auxerre,25,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
259,Rayan Raveloson,mg MAD,"MF,DF",Auxerre,27,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
260,Saad Agouzoul,ma MAR,DF,Auxerre,26,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
261,Marshall Munetsi,zw ZIM,MF,Reims,28,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",
262,Thibault De Smet,be BEL,DF,Reims,26,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
263,Caleb Wiley,us USA,"DF,MF",Strasbourg,19,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
264,Diego Moreira,,LW,Strasbourg,20,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
265,Eduard Sobol,ua UKR,DF,Strasbourg,29,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
266,Óscar Perea,,LW,Strasbourg,19,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
267,Matias Fernandez-Pardo,,LW,Lille,20,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
268,Aimen Moueffek,fr FRA,MF,Saint-Étienne,23,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
269,Augustine Boakye,gh GHA,"FW,MF",Saint-Étienne,23,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
270,Dylan Batubinsika,cd COD,DF,Saint-Étienne,28,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
271,Lucas Stassin,,CF,Saint-Étienne,20,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
272,Mickael Nade,fr FRA,DF,Saint-Étienne,25,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
273,Johann Lepenant,fr FRA,MF,Nantes,21,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
274,Marcus Coco,fr FRA,DF,Nantes,28,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
275,Pedro Chirivella,es ESP,MF,Nantes,27,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",
276,Kenny Lala,mg MAD,DF,Brest,32,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
277,David Costa,pt POR,"MF,FW",Lens,23,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
278,Hervé Koffi,bf BFA,GK,Lens,27,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
279,Jimmy Cabot,fr FRA,RM,Lens,30,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
280,Senny Mayulu,,AM,Paris S-G,18,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
281,Angel Gomes,eng ENG,MF,Lille,23,"€ 13,654 (£ 11,525, $14,075)","€ 710,000 (£ 599,294, $731,889)",Unverified estimation
282,Jubal,br BRA,DF,Auxerre,30,"€ 13,462 (£ 11,363, $13,877)","€ 700,000 (£ 590,853, $721,581)",Unverified estimation
283,Lassine Sinayoko,ml MLI,"FW,MF",Auxerre,24,"€ 13,462 (£ 11,363, $13,877)","€ 700,000 (£ 590,853, $721,581)",Unverified estimation
284,Yoann Salmier,gf GUF,DF,Le Havre,31,"€ 13,462 (£ 11,363, $13,877)","€ 700,000 (£ 590,853, $721,581)",Unverified estimation
285,Reda Khadra,de GER,"MF,FW",Reims,23,"€ 13,462 (£ 11,363, $13,877)","€ 700,000 (£ 590,853, $721,581)",Unverified estimation
286,Dilane Bakwa,fr FRA,"MF,DF",Strasbourg,21,"€ 13,462 (£ 11,363, $13,877)","€ 700,000 (£ 590,853, $721,581)",Unverified estimation
287,George Ilenikhena,,CF,Monaco,18,"€ 13,269 (£ 11,200, $13,678)","€ 690,000 (£ 582,413, $711,273)",Unverified estimation
288,Soungoutou Magassa,,CB,Monaco,21,"€ 13,269 (£ 11,200, $13,678)","€ 690,000 (£ 582,413, $711,273)",Unverified estimation
289,Junior Mwanga,,DM,Le Havre,21,"€ 13,077 (£ 11,026, $14,637)","€ 680,000 (£ 573,370, $761,129)",Unverified estimation
290,Dennis Appiah,fr FRA,DF,Saint-Étienne,32,"€ 12,692 (£ 10,713, $13,084)","€ 660,000 (£ 557,090, $680,348)",Unverified estimation
291,Colin Dagba,fr FRA,RB,Paris S-G,25,"€ 12,692 (£ 10,713, $13,084)","€ 660,000 (£ 557,090, $680,348)",
292,Saidou Sow,gn GUI,DF,Strasbourg,22,"€ 12,500 (£ 10,551, $12,885)","€ 650,000 (£ 548,650, $670,040)",Unverified estimation
293,Ali Abdi,tn TUN,"DF,MF",Nice,30,"€ 12,308 (£ 10,389, $12,687)","€ 640,000 (£ 540,209, $659,731)",Unverified estimation
294,Boubakar Kouyaté,ml MLI,DF,Montpellier,27,"€ 12,308 (£ 10,389, $12,687)","€ 640,000 (£ 540,209, $659,731)",Unverified estimation
295,Guillaume Restes,,GK,Toulouse,19,"€ 12,308 (£ 10,389, $12,687)","€ 640,000 (£ 540,209, $659,731)",Unverified estimation
296,Jeffrey De Lange,nl NED,GK,Marseille,26,"€ 12,308 (£ 10,389, $12,687)","€ 640,000 (£ 540,209, $659,731)",Unverified estimation
297,Clément Akpa,ci CIV,DF,Auxerre,22,"€ 12,308 (£ 10,389, $12,687)","€ 640,000 (£ 540,209, $659,731)",Unverified estimation
298,Gauthier Gallon,fr FRA,GK,Rennes,31,"€ 12,308 (£ 10,389, $12,687)","€ 640,000 (£ 540,209, $659,731)",Unverified estimation
299,Jordan James,,CM,Rennes,20,"€ 12,308 (£ 10,389, $12,687)","€ 640,000 (£ 540,209, $659,731)",Unverified estimation
300,Alaa Bellaarouch,ma MAR,GK,Strasbourg,22,"€ 12,308 (£ 10,389, $12,687)","€ 640,000 (£ 540,209, $659,731)",Unverified estimation
301,Igor Miladinovic,,AM,Saint-Étienne,21,"€ 12,308 (£ 10,389, $12,687)","€ 640,000 (£ 540,209, $659,731)",Unverified estimation
302,Warmed Omari,km COM,DF,Lyon,24,"€ 12,308 (£ 10,389, $12,687)","€ 640,000 (£ 540,209, $659,731)",Unverified estimation
303,Kamory Doumbia,ml MLI,"MF,FW",Brest,21,"€ 12,308 (£ 10,389, $12,687)","€ 640,000 (£ 540,209, $659,731)",Unverified estimation
304,Martin Satriano,uy URU,"FW,DF",Lens,23,"€ 12,308 (£ 10,389, $12,687)","€ 640,000 (£ 540,209, $659,731)",Unverified estimation
305,Cédric Hountondji,bj BEN,DF,Angers,30,"€ 12,115 (£ 10,226, $12,489)","€ 630,000 (£ 531,768, $649,423)",Unverified estimation
306,Jean-Kevin Duverne,ht HAI,DF,Nantes,27,"€ 11,923 (£ 10,064, $12,291)","€ 620,000 (£ 523,327, $639,115)",Unverified estimation
307,Hicham Boudaoui,dz ALG,MF,Nice,24,"€ 11,538 (£ 9,739, $11,894)","€ 600,000 (£ 506,446, $618,498)",Unverified estimation
308,Akor Adams,,CF,Montpellier,24,"€ 11,538 (£ 9,739, $11,894)","€ 600,000 (£ 506,446, $618,498)",Unverified estimation
309,Aron Dønnum,no NOR,"DF,MF",Toulouse,26,"€ 11,538 (£ 9,739, $11,894)","€ 600,000 (£ 506,446, $618,498)",Unverified estimation
310,Gabriel Suazo,,LB,Toulouse,27,"€ 11,538 (£ 9,739, $11,894)","€ 600,000 (£ 506,446, $618,498)",
311,Assane Dioussé,sn SEN,MF,Auxerre,26,"€ 11,538 (£ 9,739, $11,894)","€ 600,000 (£ 506,446, $618,498)",Unverified estimation
312,Ibrahima Niane,sn SEN,FW,Angers,25,"€ 11,538 (£ 9,739, $11,894)","€ 600,000 (£ 506,446, $618,498)",
313,Yehvann Diouf,fr FRA,GK,Reims,24,"€ 11,538 (£ 9,739, $11,894)","€ 600,000 (£ 506,446, $618,498)",
314,Karl-Johan Johnsson,se SWE,GK,Strasbourg,34,"€ 11,538 (£ 9,739, $11,894)","€ 600,000 (£ 506,446, $618,498)",Unverified estimation
315,Matthieu Dreyer,fr FRA,GK,Strasbourg,35,"€ 11,538 (£ 9,739, $11,894)","€ 600,000 (£ 506,446, $618,498)",Unverified estimation
316,Ibrahima Wadji,,CF,Saint-Étienne,29,"€ 11,538 (£ 9,739, $11,894)","€ 600,000 (£ 506,446, $618,498)",Unverified estimation
317,Florian Sotoca,fr FRA,"FW,MF",Lens,33,"€ 11,538 (£ 9,739, $11,894)","€ 600,000 (£ 506,446, $618,498)",Unverified estimation
318,Eliesse Ben Seghir,,AM,Monaco,19,"€ 11,538 (£ 9,739, $11,894)","€ 600,000 (£ 506,446, $618,498)",Unverified estimation
319,Christian Mawissa,,CB,Monaco,19,"€ 11,154 (£ 9,415, $11,498)","€ 580,000 (£ 489,564, $597,881)",Unverified estimation
320,Niklas Schmidt,de GER,MF,Toulouse,26,"€ 10,962 (£ 9,252, $11,299)","€ 570,000 (£ 481,124, $587,573)",Unverified estimation
321,Edan Diop,,CM,Monaco,20,"€ 10,962 (£ 9,252, $11,299)","€ 570,000 (£ 481,124, $587,573)",Unverified estimation
322,Irvin Cardona,fr FRA,FW,Saint-Étienne,26,"€ 10,769 (£ 9,081, $12,054)","€ 560,000 (£ 472,187, $626,812)",Unverified estimation
323,Becir Omeragic,ch SUI,DF,Montpellier,22,"€ 10,577 (£ 8,928, $10,903)","€ 550,000 (£ 464,242, $566,957)",Unverified estimation
324,Rasmus Nicolaisen,dk DEN,DF,Toulouse,27,"€ 10,577 (£ 8,928, $10,903)","€ 550,000 (£ 464,242, $566,957)",Unverified estimation
325,François Mughe,,RW,Marseille,20,"€ 10,577 (£ 8,928, $10,903)","€ 550,000 (£ 464,242, $566,957)",Unverified estimation
326,Henrik Meister,,CF,Rennes,20,"€ 10,577 (£ 8,928, $10,903)","€ 550,000 (£ 464,242, $566,957)",Unverified estimation
327,Christopher Operi,ci CIV,"DF,FW",Le Havre,27,"€ 10,385 (£ 8,765, $10,705)","€ 540,000 (£ 455,801, $556,648)",Unverified estimation
328,Étienne Youté Kinkoué,,CB,Le Havre,22,"€ 10,385 (£ 8,765, $10,705)","€ 540,000 (£ 455,801, $556,648)",Unverified estimation
329,Gautier Lloris,fr FRA,DF,Le Havre,29,"€ 10,385 (£ 8,765, $10,705)","€ 540,000 (£ 455,801, $556,648)",Unverified estimation
