Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes
1,Kevin De Bruyne,be BEL,"MF,FW",Manchester City,33,"£ 400,000 (€ 473,899, $488,501)","£ 20,800,000 (€ 24,642,740, $25,402,046)",
2,Erling Haaland,no NOR,FW,Manchester City,24,"£ 375,000 (€ 444,280, $457,970)","£ 19,500,000 (€ 23,102,568, $23,814,418)",
3,Casemiro,br BRA,MF,Manchester Utd,32,"£ 350,000 (€ 414,661, $427,438)","£ 18,200,000 (€ 21,562,397, $22,226,790)",
4,Mohamed Salah,eg EGY,FW,Liverpool,32,"£ 350,000 (€ 414,661, $427,438)","£ 18,200,000 (€ 21,562,397, $22,226,790)",
5,Bruno Fernandes,pt POR,MF,Manchester Utd,29,"£ 300,000 (€ 355,424, $366,376)","£ 15,600,000 (€ 18,482,055, $19,051,534)",
6,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,26,"£ 300,000 (€ 355,424, $366,376)","£ 15,600,000 (€ 18,482,055, $19,051,534)",
7,Bernardo Silva,pt POR,"MF,FW",Manchester City,29,"£ 300,000 (€ 355,424, $366,376)","£ 15,600,000 (€ 18,482,055, $19,051,534)",
8,Jack Grealish,eng ENG,"FW,MF",Manchester City,28,"£ 300,000 (€ 355,424, $366,376)","£ 15,600,000 (€ 18,482,055, $19,051,534)",
9,Omar Marmoush,eg EGY,"FW,MF",Manchester City,25,"£ 295,000 (€ 349,861, $391,588)","£ 15,340,000 (€ 18,192,787, $20,362,560)",
10,Kai Havertz,de GER,"FW,MF",Arsenal,25,"£ 280,000 (€ 331,729, $341,951)","£ 14,560,000 (€ 17,249,918, $17,781,432)",
11,Gabriel Jesus,br BRA,FW,Arsenal,27,"£ 265,000 (€ 313,958, $323,632)","£ 13,780,000 (€ 16,325,815, $16,828,855)",
12,Mason Mount,eng ENG,MF,Manchester Utd,25,"£ 250,000 (€ 296,187, $305,313)","£ 13,000,000 (€ 15,401,712, $15,876,279)",
13,John Stones,eng ENG,"DF,MF",Manchester City,30,"£ 250,000 (€ 296,187, $305,313)","£ 13,000,000 (€ 15,401,712, $15,876,279)",
14,Reece James,eng ENG,"DF,MF",Chelsea,24,"£ 250,000 (€ 296,187, $305,313)","£ 13,000,000 (€ 15,401,712, $15,876,279)",
15,Declan Rice,eng ENG,MF,Arsenal,25,"£ 240,000 (€ 284,339, $293,101)","£ 12,480,000 (€ 14,785,644, $15,241,227)",
16,Martin Ødegaard,no NOR,MF,Arsenal,25,"£ 240,000 (€ 284,339, $293,101)","£ 12,480,000 (€ 14,785,644, $15,241,227)",
17,İlkay Gündoğan,de GER,MF,Manchester City,33,"£ 230,000 (€ 272,492, $280,888)","£ 11,960,000 (€ 14,169,575, $14,606,176)",
18,Phil Foden,eng ENG,"MF,FW",Manchester City,24,"£ 225,000 (€ 266,568, $274,782)","£ 11,700,000 (€ 13,861,541, $14,288,651)",
19,Virgil van Dijk,nl NED,DF,Liverpool,33,"£ 220,000 (€ 260,644, $268,675)","£ 11,440,000 (€ 13,553,507, $13,971,125)",
20,Rodri,es ESP,MF,Manchester City,28,"£ 220,000 (€ 260,644, $268,675)","£ 11,440,000 (€ 13,553,507, $13,971,125)",
21,Thomas Partey,gh GHA,"MF,DF",Arsenal,31,"£ 200,000 (€ 236,949, $244,250)","£ 10,400,000 (€ 12,321,370, $12,701,023)",
22,Antony,br BRA,"DF,MF",Manchester Utd,24,"£ 200,000 (€ 236,949, $244,250)","£ 10,400,000 (€ 12,321,370, $12,701,023)",
23,Joško Gvardiol,hr CRO,DF,Manchester City,22,"£ 200,000 (€ 236,949, $244,250)","£ 10,400,000 (€ 12,321,370, $12,701,023)",Unverified estimation
24,Wesley Fofana,fr FRA,DF,Chelsea,23,"£ 200,000 (€ 236,949, $244,250)","£ 10,400,000 (€ 12,321,370, $12,701,023)",
25,Bukayo Saka,eng ENG,"FW,MF",Arsenal,22,"£ 195,000 (€ 231,026, $238,144)","£ 10,140,000 (€ 12,013,336, $12,383,497)",
26,Matthijs de Ligt,nl NED,DF,Manchester Utd,24,"£ 195,000 (€ 231,026, $238,144)","£ 10,140,000 (€ 12,013,336, $12,383,497)",
27,Christopher Nkunku,fr FRA,FW,Chelsea,26,"£ 195,000 (€ 231,026, $238,144)","£ 10,140,000 (€ 12,013,336, $12,383,497)",Unverified estimation
28,William Saliba,fr FRA,DF,Arsenal,23,"£ 190,000 (€ 225,102, $232,038)","£ 9,880,000 (€ 11,705,301, $12,065,972)",
29,Harry Maguire,eng ENG,DF,Manchester Utd,31,"£ 190,000 (€ 225,102, $232,038)","£ 9,880,000 (€ 11,705,301, $12,065,972)",
30,Son Heung-min,kr KOR,FW,Tottenham,32,"£ 190,000 (€ 225,102, $232,038)","£ 9,880,000 (€ 11,705,301, $12,065,972)",
31,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,23,"£ 180,000 (€ 213,254, $219,825)","£ 9,360,000 (€ 11,089,233, $11,430,921)",
32,Trent Alexander-Arnold,eng ENG,DF,Liverpool,25,"£ 180,000 (€ 213,254, $219,825)","£ 9,360,000 (€ 11,089,233, $11,430,921)",
33,Manuel Akanji,ch SUI,DF,Manchester City,29,"£ 180,000 (€ 213,254, $219,825)","£ 9,360,000 (€ 11,089,233, $11,430,921)",
34,Rúben Dias,pt POR,DF,Manchester City,27,"£ 180,000 (€ 213,254, $219,825)","£ 9,360,000 (€ 11,089,233, $11,430,921)",
35,Enzo Fernández,ar ARG,MF,Chelsea,23,"£ 180,000 (€ 213,254, $219,825)","£ 9,360,000 (€ 11,089,233, $11,430,921)",
36,Kyle Walker,eng ENG,DF,Manchester City,34,"£ 175,000 (€ 207,331, $213,719)","£ 9,100,000 (€ 10,781,199, $11,113,395)",Unverified estimation
37,Marc Cucurella,es ESP,DF,Chelsea,26,"£ 175,000 (€ 207,331, $213,719)","£ 9,100,000 (€ 10,781,199, $11,113,395)",
38,James Maddison,eng ENG,MF,Tottenham,27,"£ 170,000 (€ 201,407, $207,613)","£ 8,840,000 (€ 10,473,164, $10,795,869)",
39,Cristian Romero,ar ARG,DF,Tottenham,26,"£ 165,000 (€ 195,483, $201,507)","£ 8,580,000 (€ 10,165,130, $10,478,344)",
40,Timo Werner,de GER,"FW,MF",Tottenham,28,"£ 165,000 (€ 195,483, $201,507)","£ 8,580,000 (€ 10,165,130, $10,478,344)",
41,Andrew Robertson,sct SCO,DF,Liverpool,30,"£ 160,000 (€ 189,560, $195,400)","£ 8,320,000 (€ 9,857,096, $10,160,818)",
42,Bruno Guimarães,br BRA,MF,Newcastle Utd,26,"£ 160,000 (€ 189,560, $195,400)","£ 8,320,000 (€ 9,857,096, $10,160,818)",
43,Nathan Aké,nl NED,DF,Manchester City,29,"£ 160,000 (€ 189,560, $195,400)","£ 8,320,000 (€ 9,857,096, $10,160,818)",
44,Pedro Neto,pt POR,FW,Chelsea,24,"£ 160,000 (€ 189,560, $195,400)","£ 8,320,000 (€ 9,857,096, $10,160,818)",Unverified estimation
45,Kalvin Phillips,eng ENG,MF,Ipswich Town,28,"£ 150,000 (€ 177,896, $199,112)","£ 7,800,000 (€ 9,250,570, $10,353,844)",Unverified estimation
46,Ben White,eng ENG,DF,Arsenal,26,"£ 150,000 (€ 177,712, $183,188)","£ 7,800,000 (€ 9,241,027, $9,525,767)",Unverified estimation
47,Oleksandr Zinchenko,ua UKR,"DF,MF",Arsenal,27,"£ 150,000 (€ 177,712, $183,188)","£ 7,800,000 (€ 9,241,027, $9,525,767)",
48,Christian Eriksen,dk DEN,MF,Manchester Utd,32,"£ 150,000 (€ 177,712, $183,188)","£ 7,800,000 (€ 9,241,027, $9,525,767)",
49,Jadon Sancho,eng ENG,LW,Manchester Utd,24,"£ 150,000 (€ 177,712, $183,188)","£ 7,800,000 (€ 9,241,027, $9,525,767)",
50,Luke Shaw,eng ENG,DF,Manchester Utd,29,"£ 150,000 (€ 177,712, $183,188)","£ 7,800,000 (€ 9,241,027, $9,525,767)",
51,Jarrod Bowen,eng ENG,"FW,MF",West Ham,27,"£ 150,000 (€ 177,712, $183,188)","£ 7,800,000 (€ 9,241,027, $9,525,767)",
52,Lucas Paquetá,br BRA,"MF,FW",West Ham,26,"£ 150,000 (€ 177,712, $183,188)","£ 7,800,000 (€ 9,241,027, $9,525,767)",
53,Alexis Mac Allister,ar ARG,MF,Liverpool,25,"£ 150,000 (€ 177,712, $183,188)","£ 7,800,000 (€ 9,241,027, $9,525,767)",Unverified estimation
54,Alisson,br BRA,GK,Liverpool,31,"£ 150,000 (€ 177,712, $183,188)","£ 7,800,000 (€ 9,241,027, $9,525,767)",
55,Federico Chiesa,it ITA,FW,Liverpool,26,"£ 150,000 (€ 177,712, $183,188)","£ 7,800,000 (€ 9,241,027, $9,525,767)",
56,Ryan Gravenberch,nl NED,MF,Liverpool,22,"£ 150,000 (€ 177,712, $183,188)","£ 7,800,000 (€ 9,241,027, $9,525,767)",Unverified estimation
57,Boubacar Kamara,fr FRA,MF,Aston Villa,24,"£ 150,000 (€ 177,712, $183,188)","£ 7,800,000 (€ 9,241,027, $9,525,767)",
58,Emiliano Martínez,ar ARG,GK,Aston Villa,31,"£ 150,000 (€ 177,712, $183,188)","£ 7,800,000 (€ 9,241,027, $9,525,767)",Unverified estimation
59,Youri Tielemans,be BEL,MF,Aston Villa,27,"£ 150,000 (€ 177,712, $183,188)","£ 7,800,000 (€ 9,241,027, $9,525,767)",
60,Anthony Gordon,eng ENG,"FW,MF",Newcastle Utd,23,"£ 150,000 (€ 177,712, $183,188)","£ 7,800,000 (€ 9,241,027, $9,525,767)",Unverified estimation
61,Joelinton,br BRA,"MF,FW",Newcastle Utd,27,"£ 150,000 (€ 177,712, $183,188)","£ 7,800,000 (€ 9,241,027, $9,525,767)",Unverified estimation
62,Lloyd Kelly,eng ENG,DF,Newcastle Utd,25,"£ 150,000 (€ 177,712, $183,188)","£ 7,800,000 (€ 9,241,027, $9,525,767)",
63,Mateo Kovačić,hr CRO,MF,Manchester City,30,"£ 150,000 (€ 177,712, $183,188)","£ 7,800,000 (€ 9,241,027, $9,525,767)",Unverified estimation
64,Moisés Caicedo,ec ECU,"MF,DF",Chelsea,22,"£ 150,000 (€ 177,712, $183,188)","£ 7,800,000 (€ 9,241,027, $9,525,767)",
65,Donyell Malen,nl NED,FW,Aston Villa,25,"£ 140,000 (€ 166,036, $185,838)","£ 7,280,000 (€ 8,633,865, $9,663,588)",
66,Darwin Núñez,uy URU,FW,Liverpool,25,"£ 140,000 (€ 165,865, $170,975)","£ 7,280,000 (€ 8,624,959, $8,890,716)",
67,Diogo Jota,pt POR,FW,Liverpool,27,"£ 140,000 (€ 165,865, $170,975)","£ 7,280,000 (€ 8,624,959, $8,890,716)",
68,Amadou Onana,be BEL,MF,Aston Villa,22,"£ 140,000 (€ 165,865, $170,975)","£ 7,280,000 (€ 8,624,959, $8,890,716)",Unverified estimation
69,Jamie Vardy,eng ENG,FW,Leicester City,37,"£ 140,000 (€ 165,865, $170,975)","£ 7,280,000 (€ 8,624,959, $8,890,716)",
70,Noussair Mazraoui,ma MAR,DF,Manchester Utd,26,"£ 135,000 (€ 159,941, $164,869)","£ 7,020,000 (€ 8,316,925, $8,573,190)",Unverified estimation
71,Mikel Merino,es ESP,"MF,FW",Arsenal,28,"£ 130,000 (€ 154,017, $158,763)","£ 6,760,000 (€ 8,008,890, $8,255,665)",Unverified estimation
72,Ollie Watkins,eng ENG,FW,Aston Villa,28,"£ 130,000 (€ 154,017, $158,763)","£ 6,760,000 (€ 8,008,890, $8,255,665)",Unverified estimation
73,Matheus Nunes,pt POR,"DF,MF",Manchester City,25,"£ 130,000 (€ 154,017, $158,763)","£ 6,760,000 (€ 8,008,890, $8,255,665)",Unverified estimation
74,Cole Palmer,eng ENG,MF,Chelsea,22,"£ 130,000 (€ 154,017, $158,763)","£ 6,760,000 (€ 8,008,890, $8,255,665)",
75,João Félix,pt POR,"FW,MF",Chelsea,24,"£ 130,000 (€ 154,017, $158,763)","£ 6,760,000 (€ 8,008,890, $8,255,665)",
76,Abdoulaye Doucouré,ml MLI,MF,Everton,31,"£ 130,000 (€ 154,017, $158,763)","£ 6,760,000 (€ 8,008,890, $8,255,665)",
77,Bernd Leno,de GER,GK,Fulham,32,"£ 130,000 (€ 154,017, $158,763)","£ 6,760,000 (€ 8,008,890, $8,255,665)",
78,Danny Ings,eng ENG,"FW,MF",West Ham,32,"£ 125,000 (€ 148,093, $152,657)","£ 6,500,000 (€ 7,700,856, $7,938,139)",
79,Jordan Pickford,eng ENG,GK,Everton,30,"£ 125,000 (€ 148,093, $152,657)","£ 6,500,000 (€ 7,700,856, $7,938,139)",
80,Riccardo Calafiori,it ITA,DF,Arsenal,22,"£ 120,000 (€ 142,170, $146,550)","£ 6,240,000 (€ 7,392,822, $7,620,614)",
81,André Onana,cm CMR,GK,Manchester Utd,28,"£ 120,000 (€ 142,170, $146,550)","£ 6,240,000 (€ 7,392,822, $7,620,614)",
82,Lisandro Martínez,ar ARG,DF,Manchester Utd,26,"£ 120,000 (€ 142,170, $146,550)","£ 6,240,000 (€ 7,392,822, $7,620,614)",
83,Manuel Ugarte,,DM,Manchester Utd,23,"£ 120,000 (€ 142,170, $146,550)","£ 6,240,000 (€ 7,392,822, $7,620,614)",Unverified estimation
84,Victor Lindelöf,se SWE,DF,Manchester Utd,30,"£ 120,000 (€ 142,170, $146,550)","£ 6,240,000 (€ 7,392,822, $7,620,614)",
85,Aaron Ramsdale,eng ENG,GK,Southampton,26,"£ 120,000 (€ 142,170, $146,550)","£ 6,240,000 (€ 7,392,822, $7,620,614)",Unverified estimation
86,Alphonse Areola,fr FRA,GK,West Ham,31,"£ 120,000 (€ 142,170, $146,550)","£ 6,240,000 (€ 7,392,822, $7,620,614)",
87,Cody Gakpo,nl NED,FW,Liverpool,25,"£ 120,000 (€ 142,170, $146,550)","£ 6,240,000 (€ 7,392,822, $7,620,614)",
88,Dominik Szoboszlai,hu HUN,MF,Liverpool,23,"£ 120,000 (€ 142,170, $146,550)","£ 6,240,000 (€ 7,392,822, $7,620,614)",
89,John McGinn,sct SCO,"MF,FW",Aston Villa,29,"£ 120,000 (€ 142,170, $146,550)","£ 6,240,000 (€ 7,392,822, $7,620,614)",Unverified estimation
90,Leon Bailey,jm JAM,"FW,MF",Aston Villa,26,"£ 120,000 (€ 142,170, $146,550)","£ 6,240,000 (€ 7,392,822, $7,620,614)",Unverified estimation
91,Lucas Digne,fr FRA,DF,Aston Villa,31,"£ 120,000 (€ 142,170, $146,550)","£ 6,240,000 (€ 7,392,822, $7,620,614)",
92,Alexander Isak,se SWE,FW,Newcastle Utd,24,"£ 120,000 (€ 142,170, $146,550)","£ 6,240,000 (€ 7,392,822, $7,620,614)",
93,Kieran Trippier,eng ENG,DF,Newcastle Utd,33,"£ 120,000 (€ 142,170, $146,550)","£ 6,240,000 (€ 7,392,822, $7,620,614)",Unverified estimation
94,Sandro Tonali,it ITA,MF,Newcastle Utd,24,"£ 120,000 (€ 142,170, $146,550)","£ 6,240,000 (€ 7,392,822, $7,620,614)",
95,Tosin Adarabioyo,eng ENG,DF,Chelsea,26,"£ 120,000 (€ 142,170, $146,550)","£ 6,240,000 (€ 7,392,822, $7,620,614)",
96,Idrissa Gana Gueye,sn SEN,MF,Everton,34,"£ 120,000 (€ 142,170, $146,550)","£ 6,240,000 (€ 7,392,822, $7,620,614)",Unverified estimation
97,Marco Asensio,es ESP,MF,Aston Villa,28,"£ 116,500 (€ 138,166, $154,644)","£ 6,058,000 (€ 7,184,609, $8,041,486)",Unverified estimation
98,James Ward-Prowse,eng ENG,MF,West Ham,29,"£ 115,000 (€ 136,387, $152,653)","£ 5,980,000 (€ 7,092,104, $7,937,947)",Unverified estimation
99,Leny Yoro,,CB,Manchester Utd,18,"£ 115,000 (€ 136,246, $140,444)","£ 5,980,000 (€ 7,084,788, $7,303,088)",
100,Raheem Sterling,eng ENG,"FW,MF",Arsenal,29,"£ 110,000 (€ 130,457, $146,016)","£ 5,720,000 (€ 6,783,751, $7,592,819)",
101,Jorginho,it ITA,MF,Arsenal,32,"£ 110,000 (€ 130,322, $134,338)","£ 5,720,000 (€ 6,776,753, $6,985,563)",
102,Kieran Tierney,sct SCO,"DF,FW",Arsenal,27,"£ 110,000 (€ 130,322, $134,338)","£ 5,720,000 (€ 6,776,753, $6,985,563)",
103,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,24,"£ 110,000 (€ 130,322, $134,338)","£ 5,720,000 (€ 6,776,753, $6,985,563)",
104,Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,23,"£ 105,000 (€ 124,398, $128,231)","£ 5,460,000 (€ 6,468,719, $6,668,037)",
105,Daichi Kamada,jp JPN,MF,Crystal Palace,27,"£ 105,000 (€ 124,398, $128,231)","£ 5,460,000 (€ 6,468,719, $6,668,037)",
106,Nikola Milenković,rs SRB,DF,Nott'ham Forest,26,"£ 105,000 (€ 124,398, $128,231)","£ 5,460,000 (€ 6,468,719, $6,668,037)",
107,Ben Chilwell,eng ENG,DF,Crystal Palace,27,"£ 100,000 (€ 118,597, $132,742)","£ 5,200,000 (€ 6,167,047, $6,902,563)",
108,David Raya,es ESP,GK,Arsenal,28,"£ 100,000 (€ 118,475, $122,125)","£ 5,200,000 (€ 6,160,685, $6,350,511)",Unverified estimation
109,Gabriel Magalhães,br BRA,DF,Arsenal,26,"£ 100,000 (€ 118,475, $122,125)","£ 5,200,000 (€ 6,160,685, $6,350,511)",
110,Takehiro Tomiyasu,jp JPN,DF,Arsenal,25,"£ 100,000 (€ 118,475, $122,125)","£ 5,200,000 (€ 6,160,685, $6,350,511)",
111,Dean Henderson,eng ENG,GK,Crystal Palace,27,"£ 100,000 (€ 118,475, $122,125)","£ 5,200,000 (€ 6,160,685, $6,350,511)",Unverified estimation
112,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,26,"£ 100,000 (€ 118,475, $122,125)","£ 5,200,000 (€ 6,160,685, $6,350,511)",
113,Edson Álvarez,mx MEX,MF,West Ham,26,"£ 100,000 (€ 118,475, $122,125)","£ 5,200,000 (€ 6,160,685, $6,350,511)",
114,Max Kilman,eng ENG,DF,West Ham,27,"£ 100,000 (€ 118,475, $122,125)","£ 5,200,000 (€ 6,160,685, $6,350,511)",Unverified estimation
115,Diego Carlos,br BRA,DF,Aston Villa,31,"£ 100,000 (€ 118,475, $122,125)","£ 5,200,000 (€ 6,160,685, $6,350,511)",
116,Ian Maatsen,nl NED,DF,Aston Villa,22,"£ 100,000 (€ 118,475, $122,125)","£ 5,200,000 (€ 6,160,685, $6,350,511)",Unverified estimation
117,Pau Torres,es ESP,DF,Aston Villa,27,"£ 100,000 (€ 118,475, $122,125)","£ 5,200,000 (€ 6,160,685, $6,350,511)",Unverified estimation
118,Tyrone Mings,eng ENG,DF,Aston Villa,31,"£ 100,000 (€ 118,475, $122,125)","£ 5,200,000 (€ 6,160,685, $6,350,511)",Unverified estimation
119,Matt Targett,eng ENG,DF,Newcastle Utd,28,"£ 100,000 (€ 118,475, $122,125)","£ 5,200,000 (€ 6,160,685, $6,350,511)",
120,Ederson,br BRA,GK,Manchester City,30,"£ 100,000 (€ 118,475, $122,125)","£ 5,200,000 (€ 6,160,685, $6,350,511)",
121,Carney Chukwuemeka,eng ENG,CM,Chelsea,20,"£ 100,000 (€ 118,475, $122,125)","£ 5,200,000 (€ 6,160,685, $6,350,511)",
122,Levi Colwill,eng ENG,DF,Chelsea,21,"£ 100,000 (€ 118,475, $122,125)","£ 5,200,000 (€ 6,160,685, $6,350,511)",
123,Mykhailo Mudryk,ua UKR,FW,Chelsea,23,"£ 100,000 (€ 118,475, $122,125)","£ 5,200,000 (€ 6,160,685, $6,350,511)",
124,Nicolas Jackson,sn SEN,FW,Chelsea,23,"£ 100,000 (€ 118,475, $122,125)","£ 5,200,000 (€ 6,160,685, $6,350,511)",Unverified estimation
125,Dominic Calvert-Lewin,eng ENG,FW,Everton,27,"£ 100,000 (€ 118,475, $122,125)","£ 5,200,000 (€ 6,160,685, $6,350,511)",
126,James Tarkowski,eng ENG,DF,Everton,31,"£ 100,000 (€ 118,475, $122,125)","£ 5,200,000 (€ 6,160,685, $6,350,511)",
127,Raúl Jiménez,mx MEX,FW,Fulham,33,"£ 100,000 (€ 118,475, $122,125)","£ 5,200,000 (€ 6,160,685, $6,350,511)",Unverified estimation
128,Reiss Nelson,eng ENG,FW,Fulham,24,"£ 100,000 (€ 118,475, $122,125)","£ 5,200,000 (€ 6,160,685, $6,350,511)",
129,Emerson Palmieri,it ITA,DF,West Ham,29,"£ 95,000 (€ 112,551, $116,019)","£ 4,940,000 (€ 5,852,651, $6,032,986)",
130,Jurriën Timber,nl NED,DF,Arsenal,23,"£ 90,000 (€ 106,627, $109,913)","£ 4,680,000 (€ 5,544,616, $5,715,460)",
131,Leandro Trossard,be BEL,FW,Arsenal,29,"£ 90,000 (€ 106,627, $109,913)","£ 4,680,000 (€ 5,544,616, $5,715,460)",
132,Dominic Solanke,eng ENG,FW,Tottenham,26,"£ 90,000 (€ 106,627, $109,913)","£ 4,680,000 (€ 5,544,616, $5,715,460)",Unverified estimation
133,Richarlison,br BRA,FW,Tottenham,27,"£ 90,000 (€ 106,627, $109,913)","£ 4,680,000 (€ 5,544,616, $5,715,460)",
134,Eddie Nketiah,eng ENG,"FW,MF",Crystal Palace,25,"£ 90,000 (€ 106,627, $109,913)","£ 4,680,000 (€ 5,544,616, $5,715,460)",Unverified estimation
135,Aaron Wan-Bissaka,eng ENG,DF,West Ham,26,"£ 90,000 (€ 106,627, $109,913)","£ 4,680,000 (€ 5,544,616, $5,715,460)",
136,Mohammed Kudus,,AM,West Ham,24,"£ 90,000 (€ 106,627, $109,913)","£ 4,680,000 (€ 5,544,616, $5,715,460)",Unverified estimation
137,Niclas Füllkrug,de GER,FW,West Ham,31,"£ 90,000 (€ 106,627, $109,913)","£ 4,680,000 (€ 5,544,616, $5,715,460)",
138,Tomáš Souček,cz CZE,MF,West Ham,29,"£ 90,000 (€ 106,627, $109,913)","£ 4,680,000 (€ 5,544,616, $5,715,460)",Unverified estimation
139,Gonçalo Guedes,pt POR,"MF,FW",Wolves,27,"£ 90,000 (€ 106,627, $109,913)","£ 4,680,000 (€ 5,544,616, $5,715,460)",Unverified estimation
140,Pablo Sarabia,es ESP,"MF,FW",Wolves,32,"£ 90,000 (€ 106,627, $109,913)","£ 4,680,000 (€ 5,544,616, $5,715,460)",
141,Harry Winks,eng ENG,MF,Leicester City,28,"£ 90,000 (€ 106,627, $109,913)","£ 4,680,000 (€ 5,544,616, $5,715,460)",Unverified estimation
142,Odsonne Édouard,fr FRA,FW,Leicester City,26,"£ 90,000 (€ 106,627, $109,913)","£ 4,680,000 (€ 5,544,616, $5,715,460)",Unverified estimation
143,Sven Botman,nl NED,DF,Newcastle Utd,24,"£ 90,000 (€ 106,627, $109,913)","£ 4,680,000 (€ 5,544,616, $5,715,460)",
144,Stefan Ortega,de GER,GK,Manchester City,31,"£ 90,000 (€ 106,627, $109,913)","£ 4,680,000 (€ 5,544,616, $5,715,460)",Unverified estimation
145,Benoît Badiashile,fr FRA,DF,Chelsea,23,"£ 90,000 (€ 106,627, $109,913)","£ 4,680,000 (€ 5,544,616, $5,715,460)",Unverified estimation
146,Jack Harrison,eng ENG,FW,Everton,27,"£ 90,000 (€ 106,627, $109,913)","£ 4,680,000 (€ 5,544,616, $5,715,460)",Unverified estimation
147,Joachim Andersen,dk DEN,DF,Fulham,28,"£ 90,000 (€ 106,627, $109,913)","£ 4,680,000 (€ 5,544,616, $5,715,460)",Unverified estimation
148,Leander Dendoncker,be BEL,DM,Aston Villa,29,"£ 90,000 (€ 105,675, $117,817)","£ 4,680,000 (€ 5,495,083, $6,126,483)",Unverified estimation
149,Willian,br BRA,"FW,MF",Fulham,35,"£ 90,000 (€ 105,675, $117,817)","£ 4,680,000 (€ 5,495,083, $6,126,483)",
150,Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,24,"£ 87,500 (€ 103,665, $106,860)","£ 4,550,000 (€ 5,390,599, $5,556,698)",
151,Diogo Dalot,pt POR,DF,Manchester Utd,25,"£ 85,000 (€ 100,704, $103,806)","£ 4,420,000 (€ 5,236,582, $5,397,935)",Unverified estimation
152,Rasmus Højlund,dk DEN,FW,Manchester Utd,21,"£ 85,000 (€ 100,704, $103,806)","£ 4,420,000 (€ 5,236,582, $5,397,935)",
153,Pedro Porro,es ESP,DF,Tottenham,24,"£ 85,000 (€ 100,704, $103,806)","£ 4,420,000 (€ 5,236,582, $5,397,935)",
154,Radu Drăgușin,ro ROU,DF,Tottenham,22,"£ 85,000 (€ 100,704, $103,806)","£ 4,420,000 (€ 5,236,582, $5,397,935)",
155,Evanilson,br BRA,FW,Bournemouth,24,"£ 85,000 (€ 100,704, $103,806)","£ 4,420,000 (€ 5,236,582, $5,397,935)",Unverified estimation
156,Michail Antonio,jm JAM,FW,West Ham,34,"£ 85,000 (€ 100,704, $103,806)","£ 4,420,000 (€ 5,236,582, $5,397,935)",
157,Joe Gomez,eng ENG,DF,Liverpool,27,"£ 85,000 (€ 100,704, $103,806)","£ 4,420,000 (€ 5,236,582, $5,397,935)",Unverified estimation
158,Mathys Tel,fr FRA,FW,Tottenham,19,"£ 80,000 (€ 94,878, $106,193)","£ 4,160,000 (€ 4,933,637, $5,522,050)",Unverified estimation
159,Ben Davies,wls WAL,DF,Tottenham,31,"£ 80,000 (€ 94,780, $97,700)","£ 4,160,000 (€ 4,928,548, $5,080,409)",Unverified estimation
160,Justin Kluivert,nl NED,"MF,FW",Bournemouth,25,"£ 80,000 (€ 94,780, $97,700)","£ 4,160,000 (€ 4,928,548, $5,080,409)",Unverified estimation
161,Carlos Soler,es ESP,"MF,FW",West Ham,27,"£ 80,000 (€ 94,780, $97,700)","£ 4,160,000 (€ 4,928,548, $5,080,409)",
162,Matty Cash,pl POL,DF,Aston Villa,26,"£ 80,000 (€ 94,780, $97,700)","£ 4,160,000 (€ 4,928,548, $5,080,409)",Unverified estimation
163,Nélson Semedo,pt POR,DF,Wolves,30,"£ 80,000 (€ 94,780, $97,700)","£ 4,160,000 (€ 4,928,548, $5,080,409)",
164,Boubakary Soumaré,fr FRA,MF,Leicester City,25,"£ 80,000 (€ 94,780, $97,700)","£ 4,160,000 (€ 4,928,548, $5,080,409)",
165,Ricardo Pereira,pt POR,DF,Leicester City,30,"£ 80,000 (€ 94,780, $97,700)","£ 4,160,000 (€ 4,928,548, $5,080,409)",
166,Harvey Barnes,eng ENG,FW,Newcastle Utd,26,"£ 80,000 (€ 94,780, $97,700)","£ 4,160,000 (€ 4,928,548, $5,080,409)",Unverified estimation
167,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,24,"£ 80,000 (€ 94,780, $97,700)","£ 4,160,000 (€ 4,928,548, $5,080,409)",Unverified estimation
168,Kiernan Dewsbury-Hall,eng ENG,"MF,FW",Chelsea,25,"£ 80,000 (€ 94,780, $97,700)","£ 4,160,000 (€ 4,928,548, $5,080,409)",Unverified estimation
